participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.11aeb348-234a-4cc3-99cf-538ea63ad53a.txt,N_back.2023-08-07-1956.data.11aeb348-234a-4cc3-99cf-538ea63ad53a.txt,20,10,19,1,2,2023-08-07-19-52,2023-08-07-19-56,4
s.04b1846e-4eac-483e-9c3d-e3ecbc1a1d23.txt,N_back.2023-08-07-2239.data.04b1846e-4eac-483e-9c3d-e3ecbc1a1d23.txt,6,6,6,4,4,2023-08-07-22-35,2023-08-07-22-39,4
s.f1a835ae-4523-4fac-8791-37e938ad21a0.txt,N_back.2023-08-07-1907.data.f1a835ae-4523-4fac-8791-37e938ad21a0.txt,10,8,8,4,4,2023-08-07-19-03,2023-08-07-19-07,4
s.fb464180-3803-472f-80ed-d0f1af2bfb5d.txt,N_back.2023-08-07-1827.data.fb464180-3803-472f-80ed-d0f1af2bfb5d.txt,18,11,11,1,9,2023-08-07-18-22,2023-08-07-18-27,5
s.8d466067-288b-43bd-8f2f-e80c5cedb9cb.txt,N_back.2023-08-07-1925.data.8d466067-288b-43bd-8f2f-e80c5cedb9cb.txt,20,10,9,1,3,2023-08-07-19-21,2023-08-07-19-25,4
s.960c2f3b-ab76-4757-b1da-9516404bd9ae.txt,N_back.2023-08-07-2306.data.960c2f3b-ab76-4757-b1da-9516404bd9ae.txt,8,7,7,4,3,2023-08-07-23-02,2023-08-07-23-06,4
s.c5e9f990-ad3b-4273-ae50-a87cf2ddf36f.txt,N_back.2023-08-07-2207.data.c5e9f990-ad3b-4273-ae50-a87cf2ddf36f.txt,6,6,9,3,3,2023-08-07-22-03,2023-08-07-22-07,4
s.0f2701e2-c8e8-4aa8-831b-bc13f458ee31.txt,N_back.2023-08-07-1836.data.0f2701e2-c8e8-4aa8-831b-bc13f458ee31.txt,9,9,10,4,5,2023-08-07-18-32,2023-08-07-18-36,4
s.4d9fa845-fdd1-467e-8e3a-b7b853bd1386.txt,N_back.2023-08-07-1935.data.4d9fa845-fdd1-467e-8e3a-b7b853bd1386.txt,9,8,9,4,4,2023-08-07-19-31,2023-08-07-19-35,4
s.206baeb3-0097-49df-b3a0-ffbd897f4277.txt,N_back.2023-08-07-2036.data.206baeb3-0097-49df-b3a0-ffbd897f4277.txt,7,7,8,4,4,2023-08-07-20-32,2023-08-07-20-37,5
s.36107f65-7b9b-459a-ab4f-91e73c79a7d3.txt,N_back.2023-08-07-2106.data.36107f65-7b9b-459a-ab4f-91e73c79a7d3.txt,6,6,9,3,4,2023-08-07-21-02,2023-08-07-21-06,4
s.6ac1c3f4-8196-4f39-a77f-4d4e6203ac19.txt,N_back.2023-08-07-2126.data.6ac1c3f4-8196-4f39-a77f-4d4e6203ac19.txt,20,11,10,1,3,2023-08-07-21-22,2023-08-07-21-26,4
s.520a5459-2f77-4c05-b1ba-23451e007a1c.txt,N_back.2023-08-07-2255.data.520a5459-2f77-4c05-b1ba-23451e007a1c.txt,17,11,10,1,2,2023-08-07-22-51,2023-08-07-22-55,4
s.a4ea1ac7-9b27-4892-8d2e-a4a623f286f8.txt,N_back.2023-08-07-1856.data.a4ea1ac7-9b27-4892-8d2e-a4a623f286f8.txt,20,10,11,1,4,2023-08-07-18-52,2023-08-07-18-56,4
s.02223dae-0683-451a-bd82-b64a5fecedf9.txt,N_back.2023-08-07-2228.data.02223dae-0683-451a-bd82-b64a5fecedf9.txt,18,11,11,1,3,2023-08-07-22-25,2023-08-07-22-29,4
s.155b7d17-2b95-499c-96cb-2f1ea796a604.txt,N_back.2023-08-07-2136.data.155b7d17-2b95-499c-96cb-2f1ea796a604.txt,7,6,9,3,3,2023-08-07-21-33,2023-08-07-21-37,4
s.af15134f-963f-468f-8580-1389a5face67.txt,N_back.2023-08-07-2006.data.af15134f-963f-468f-8580-1389a5face67.txt,7,7,9,4,4,2023-08-07-20-02,2023-08-07-20-06,4
s.5ec4268b-80d8-47a3-a234-1cfded4a6730.txt,N_back.2023-08-07-2055.data.5ec4268b-80d8-47a3-a234-1cfded4a6730.txt,20,10,9,1,4,2023-08-07-20-52,2023-08-07-20-56,4
s.db6cc19c-c209-4cf2-9849-a4a7fac3c117.txt,N_back.2023-08-07-2026.data.db6cc19c-c209-4cf2-9849-a4a7fac3c117.txt,19,11,9,1,3,2023-08-07-20-22,2023-08-07-20-26,4
s.52295dfe-071d-4a46-afca-de0681c531bd.txt,N_back.2023-08-07-2155.data.52295dfe-071d-4a46-afca-de0681c531bd.txt,16,11,11,1,4,2023-08-07-21-52,2023-08-07-21-56,4
