participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.11aeb348-234a-4cc3-99cf-538ea63ad53a.txt,"",12226,3599,8304,0,2023-08-07-19-52,2023-08-07-19-56,4
s.04b1846e-4eac-483e-9c3d-e3ecbc1a1d23.txt,"",9702,1821,986,0,2023-08-07-22-35,2023-08-07-22-39,4
s.f1a835ae-4523-4fac-8791-37e938ad21a0.txt,"",10382,2787,2797,0,2023-08-07-19-03,2023-08-07-19-07,4
s.fb464180-3803-472f-80ed-d0f1af2bfb5d.txt,"",12602,3928,5226,0,2023-08-07-18-22,2023-08-07-18-27,5
s.8d466067-288b-43bd-8f2f-e80c5cedb9cb.txt,"",7528,1620,3913,0,2023-08-07-19-21,2023-08-07-19-25,4
s.960c2f3b-ab76-4757-b1da-9516404bd9ae.txt,"",8992,2602,2863,0,2023-08-07-23-02,2023-08-07-23-06,4
s.c5e9f990-ad3b-4273-ae50-a87cf2ddf36f.txt,"",8843,2738,2848,0,2023-08-07-22-03,2023-08-07-22-07,4
s.0f2701e2-c8e8-4aa8-831b-bc13f458ee31.txt,"",13367,3349,5335,0,2023-08-07-18-32,2023-08-07-18-36,4
s.4d9fa845-fdd1-467e-8e3a-b7b853bd1386.txt,"",11332,2536,1083,0,2023-08-07-19-31,2023-08-07-19-35,4
s.206baeb3-0097-49df-b3a0-ffbd897f4277.txt,"",7784,955,1686,0,2023-08-07-20-32,2023-08-07-20-37,5
s.36107f65-7b9b-459a-ab4f-91e73c79a7d3.txt,"",7734,6364,4487,0,2023-08-07-21-02,2023-08-07-21-06,4
s.6ac1c3f4-8196-4f39-a77f-4d4e6203ac19.txt,"",7627,1889,3373,0,2023-08-07-21-22,2023-08-07-21-26,4
s.520a5459-2f77-4c05-b1ba-23451e007a1c.txt,"",7298,2947,3106,0,2023-08-07-22-51,2023-08-07-22-55,4
s.a4ea1ac7-9b27-4892-8d2e-a4a623f286f8.txt,"",9052,4114,6521,0,2023-08-07-18-52,2023-08-07-18-56,4
s.02223dae-0683-451a-bd82-b64a5fecedf9.txt,"",9481,2946,3225,0,2023-08-07-22-25,2023-08-07-22-29,4
s.155b7d17-2b95-499c-96cb-2f1ea796a604.txt,"",6453,4651,2622,0,2023-08-07-21-33,2023-08-07-21-37,4
s.af15134f-963f-468f-8580-1389a5face67.txt,"",7866,3627,1550,0,2023-08-07-20-02,2023-08-07-20-06,4
s.5ec4268b-80d8-47a3-a234-1cfded4a6730.txt,"",9136,1617,3147,0,2023-08-07-20-52,2023-08-07-20-56,4
s.db6cc19c-c209-4cf2-9849-a4a7fac3c117.txt,"",17337,1726,3338,0,2023-08-07-20-22,2023-08-07-20-26,4
s.52295dfe-071d-4a46-afca-de0681c531bd.txt,"",12496,2356,3821,0,2023-08-07-21-52,2023-08-07-21-56,4
