participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.317ba215-ef18-4dcb-8316-c25e7610ca56.txt,N_back.2023-09-21-2036.data.317ba215-ef18-4dcb-8316-c25e7610ca56.txt,15,14,16,4,3,2023-09-21-20-32,2023-09-21-20-36,4
s.cab55dba-61e2-43a0-95e7-2fc0381f6eb7.txt,N_back.2023-09-21-1756.data.cab55dba-61e2-43a0-95e7-2fc0381f6eb7.txt,15,12,17,7,2,2023-09-21-17-52,2023-09-21-17-56,4
s.712afb03-94fc-42af-b057-853419b0db8b.txt,N_back.2023-09-21-2225.data.712afb03-94fc-42af-b057-853419b0db8b.txt,7,7,3,6,6,2023-09-21-22-21,2023-09-21-22-25,4
s.b3d0206b-92a6-4262-856b-8b5a56f0155f.txt,N_back.2023-09-21-2155.data.b3d0206b-92a6-4262-856b-8b5a56f0155f.txt,12,12,4,3,4,2023-09-21-21-51,2023-09-21-21-55,4
s.b1145f01-8dc1-42ef-8c10-79cccd2fcd72.txt,N_back.2023-09-21-2136.data.b1145f01-8dc1-42ef-8c10-79cccd2fcd72.txt,6,13,5,3,1,2023-09-21-21-32,2023-09-21-21-36,4
s.1fb2c128-51f8-4a01-b4f0-3a7bf73e8b81.txt,N_back.2023-09-21-2009.data.1fb2c128-51f8-4a01-b4f0-3a7bf73e8b81.txt,7,7,5,2,7,2023-09-21-20-06,2023-09-21-20-10,4
s.3d2382cd-0b53-4434-8b13-d1e64b9e7f94.txt,N_back.2023-09-21-1805.data.3d2382cd-0b53-4434-8b13-d1e64b9e7f94.txt,9,9,9,3,8,2023-09-21-18-02,2023-09-21-18-07,5
s.6adda057-d585-4632-9631-e2d588dbe436.txt,N_back.2023-09-21-2106.data.6adda057-d585-4632-9631-e2d588dbe436.txt,13,7,10,3,3,2023-09-21-21-03,2023-09-21-21-07,4
s.4536744c-fd8c-427f-9d7e-c410dc86e7ac.txt,N_back.2023-09-21-1832.data.4536744c-fd8c-427f-9d7e-c410dc86e7ac.txt,10,11,13,4,2,2023-09-21-18-22,2023-09-21-18-32,10
s.098be35e-854c-4b9f-bad5-3e0a37c8db81.txt,N_back.2023-09-21-1837.data.098be35e-854c-4b9f-bad5-3e0a37c8db81.txt,7,10,5,2,6,2023-09-21-18-34,2023-09-21-18-38,4
s.f9a3f307-a56d-4a56-8d72-56f6acd67375.txt,N_back.2023-09-21-2206.data.f9a3f307-a56d-4a56-8d72-56f6acd67375.txt,10,11,15,3,3,2023-09-21-22-02,2023-09-21-22-06,4
s.052de618-e17a-4303-98c8-a92dccc623cc.txt,N_back.2023-09-21-2026.data.052de618-e17a-4303-98c8-a92dccc623cc.txt,10,10,10,5,4,2023-09-21-20-22,2023-09-21-20-26,4
s.847abd80-059b-4779-ba75-24502272fc51.txt,N_back.2023-09-21-2000.data.847abd80-059b-4779-ba75-24502272fc51.txt,10,9,4,5,5,2023-09-21-19-56,2023-09-21-20-00,4
s.46f12500-a1ad-45ac-8752-501f7f332ecb.txt,N_back.2023-09-21-2126.data.46f12500-a1ad-45ac-8752-501f7f332ecb.txt,16,10,19,4,3,2023-09-21-21-22,2023-09-21-21-26,4
s.ce4ada99-4f84-4efe-ac4f-fb21f0884bd1.txt,N_back.2023-09-21-1937.data.ce4ada99-4f84-4efe-ac4f-fb21f0884bd1.txt,10,10,14,4,1,2023-09-21-19-34,2023-09-21-19-37,3
s.89df4b90-e5cd-4b26-9f39-9e0521e6070a.txt,N_back.2023-09-21-2235.data.89df4b90-e5cd-4b26-9f39-9e0521e6070a.txt,11,11,6,4,2,2023-09-21-22-31,2023-09-21-22-35,4
s.551dc3c2-a252-48d8-9422-fa9c0d71ac56.txt,N_back.2023-09-21-2057.data.551dc3c2-a252-48d8-9422-fa9c0d71ac56.txt,15,13,16,3,2,2023-09-21-20-53,2023-09-21-20-57,4
s.33ac64d6-69a1-44dd-a50e-5be5a2af040b.txt,N_back.2023-09-21-1907.data.33ac64d6-69a1-44dd-a50e-5be5a2af040b.txt,14,9,15,4,3,2023-09-21-19-04,2023-09-21-19-08,4
s.3245c522-962d-4ac3-94e6-d19359d76df3.txt,N_back.2023-09-21-1859.data.3245c522-962d-4ac3-94e6-d19359d76df3.txt,11,12,7,4,3,2023-09-21-18-53,2023-09-21-18-59,6
s.93089b08-840d-4521-8c8c-251f1279011c.txt,N_back.2023-09-21-1927.data.93089b08-840d-4521-8c8c-251f1279011c.txt,10,11,10,7,3,2023-09-21-19-23,2023-09-21-19-27,4
