SessionID,tdb_mean,tdb_std,tg_mean,tg_std,rh_mean,rh_std,top_mean,top_std,AMB LIGHT_lux,lux_std,Participant,Scenario
P101_2,27.211042654028436,0.2292635270570459,26.488957345971563,0.2099021383782925,39.4439336492891,1.0197740998006537,26.85,0.20818833049040195,1.211563981042654,0.8052842854611919,P101,1.0
P101_4,27.064528301886792,0.5408999558406187,26.67183962264151,0.4553014862171193,59.85849056603774,1.5303432025026675,26.86818396226415,0.3930511695971228,10.260801886792454,4.04156506431555,P101,10.0
P101_3,27.318564102564103,0.3585796576350639,26.822358974358973,0.11053093217744266,60.929641025641025,1.143163170952267,27.070461538461537,0.14393778118788286,62.35897435897436,12.662728772802721,P101,100.0
P101_1,27.125801886792452,0.40266625414095814,26.935990566037738,0.31520016946380214,44.41410377358491,1.0589468292998765,27.030896226415095,0.21853540623240206,1155.372641509434,266.69054400593905,P101,1000.0
P102_2,27.256587301587302,0.2601573760581479,26.489126984126987,0.23675479244575376,39.297063492063494,1.05099348615323,26.872857142857143,0.2365488774620817,0.9288095238095239,0.6324436507931526,P102,1.0
P102_4,27.11331950207469,0.5506077868983372,26.707178423236517,0.4933418411194849,59.75253112033195,1.5387410384475013,26.9102489626556,0.41988160564537247,13.772240663900416,9.382344054579656,P102,10.0
P102_3,27.328053097345133,0.36277292170681275,26.81495575221239,0.11455128996842856,61.00247787610619,1.1399294566660625,27.07150442477876,0.1439334490593202,76.50884955752213,30.362292571974134,P102,100.0
P102_1,27.112098765432098,0.40349623708973226,26.941522633744857,0.2998852165089796,44.39864197530864,1.044762323898339,27.026810699588477,0.21866616024687602,1602.3456790123457,846.7964252388927,P102,1000.0
P103_2,27.476,0.2915200084795472,26.659105263157894,0.22420639460006453,42.2218947368421,0.8057377502602073,27.06755263157895,0.24412555289245907,0.8128421052631579,0.13028794450108158,P103,1.0
P103_3,27.86542857142857,0.3528385946741484,26.700685714285715,0.31716884906581566,55.406171428571426,1.2416441057669798,27.283057142857142,0.3324853244412433,6.258342857142857,3.1489356160387425,P103,10.0
P103_4,27.643609756097558,0.3647691237342359,27.18268292682927,0.4597091172700352,62.82936585365854,2.220817524750742,27.413146341463413,0.31110055755425103,107.24878048780488,33.540750178329446,P103,100.0
P103_1,27.711263157894738,0.2686619409626826,26.85442105263158,0.17066026840376203,43.40515789473684,0.40282476829629854,27.282842105263157,0.20996282932378404,126.43410852713178,95.15920266341453,P103,1000.0
P104_2,27.4753125,0.25500019299050947,26.649609375,0.21329585509610932,42.164921875,0.737657492692644,27.0624609375,0.22252399330401348,0.92796875,0.6707632969912346,P104,1.0
P104_3,27.880372670807454,0.34874039090482406,26.69248447204969,0.3112194383708637,55.2767701863354,1.2373002881700088,27.28642857142857,0.32771959649763344,22.24254658385093,12.478132085748209,P104,10.0
