participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.e34ee7e2-98f9-4cc0-a931-f0235ca30b20.txt,"",6079,913,1089,0,2023-08-22-20-01,2023-08-22-20-05,4
s.03c4b043-23c6-4727-a434-8ef8601d2d75.txt,"",9486,1849,2405,0,2023-08-22-18-50,2023-08-22-18-54,4
s.486dfbf3-877a-45ee-991b-93e5fa7c4ed7.txt,"",7931,1236,2641,0,2023-08-22-19-52,2023-08-22-19-55,3
s.17aead83-187d-40b2-9283-2049249b584b.txt,"",17064,1661,2387,0,2023-08-22-21-23,2023-08-22-21-27,4
s.70724cfa-36d7-4e46-8183-ff9216d31b13.txt,"",9205,5774,1708,0,2023-08-22-19-20,2023-08-22-19-24,4
s.a500ec0f-643b-4ea8-a242-aabd66a85a95.txt,"",8260,1992,2502,0,2023-08-22-22-01,2023-08-22-22-05,4
s.cc4a5f80-4fba-4d24-9968-a10e287f749f.txt,"","","","",0,2023-08-22-21-23,"",""
s.bb02427b-52a1-4ab1-9616-084a2ccdb03c.txt,"",8397,2259,1335,0,2023-08-22-23-01,2023-08-22-23-04,3
s.74520e4b-0b53-4408-98cc-93f2af6862ad.txt,"",7896,1551,1947,0,2023-08-22-22-31,2023-08-22-22-35,4
s.539810c3-f8d5-46a4-acf0-83b6a383b782.txt,"",6220,1834,1341,0,2023-08-22-20-52,2023-08-22-20-55,3
s.29b0eb78-c027-44e9-8c07-94ab624ba08b.txt,"",7536,5865,7666,0,2023-08-22-20-32,2023-08-22-20-36,4
s.6aefd8d8-d1ac-4f9d-b8b7-8618fdc6b392.txt,"",7168,1559,3423,0,2023-08-22-18-24,2023-08-22-18-28,4
s.a1600387-d79e-47ff-bc9f-9335df283309.txt,"",6368,1652,2413,0,2023-08-22-21-51,2023-08-22-21-55,4
s.cb926014-9233-49f2-bb24-c4ec30b7b9f2.txt,"",6486,1065,893,0,2023-08-22-19-31,2023-08-22-19-35,4
s.f00f88ee-a7a0-42bb-8bad-33b4a8f0e2fb.txt,"","","","",0,2023-08-22-22-49,"",""
s.8ef7aa53-1ca5-4920-aa7a-495aabecb7ef.txt,"",5721,941,1538,0,2023-08-22-21-02,2023-08-22-21-06,4
s.df44f646-37a2-47cf-bd24-b637550f33ff.txt,"",6097,1823,5853,0,2023-08-22-22-50,2023-08-22-22-54,4
s.efed87c9-dfe0-4184-9d98-7e3d3d415ed6.txt,"",16716,4274,2621,0,2023-08-22-21-34,2023-08-22-21-38,4
s.8538fab4-f580-4868-b01c-a0e67ef2adfe.txt,"",6816,1167,1510,0,2023-08-22-19-00,2023-08-22-19-05,5
s.1f22a146-f652-4a56-9155-dce6364265d8.txt,"",6537,1293,1725,0,2023-08-22-22-21,2023-08-22-22-25,4
s.bd2b8a59-cbc8-4e58-be0b-9647cc97abec.txt,"",12938,1936,2473,0,2023-08-22-20-21,2023-08-22-20-26,5
s.abe2314a-1ceb-4521-8beb-4110aa3285f2.txt,"",9691,1576,792,0,2023-08-22-18-33,2023-08-22-18-37,4
