participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.30077609-72f7-42f6-8e77-d4309a9db474.txt,N_back.2023-09-25-1754.data.30077609-72f7-42f6-8e77-d4309a9db474.txt,7,7,3,5,4,2023-09-25-17-50,2023-09-25-17-54,4
s.10fdbbc9-b073-49aa-b7d4-d2f14b2b4a17.txt,N_back.2023-09-25-1854.data.10fdbbc9-b073-49aa-b7d4-d2f14b2b4a17.txt,7,9,9,4,3,2023-09-25-18-51,2023-09-25-18-55,4
s.340cbf35-8cff-4a09-be7b-463008e888bc.txt,N_back.2023-09-25-2329.data.340cbf35-8cff-4a09-be7b-463008e888bc.txt,8,4,13,4,3,2023-09-25-23-25,2023-09-25-23-29,4
s.3d103117-16cd-48f8-aacc-45889351819c.txt,N_back.2023-09-25-1937.data.3d103117-16cd-48f8-aacc-45889351819c.txt,10,7,11,4,5,2023-09-25-19-33,2023-09-25-19-38,5
s.5ae629be-3994-4cfb-a364-9e78c0f93e67.txt,N_back.2023-09-25-2155.data.5ae629be-3994-4cfb-a364-9e78c0f93e67.txt,12,11,12,3,3,2023-09-25-21-52,2023-09-25-21-56,4
s.1e486657-4157-4c87-b093-7ea3d3522599.txt,N_back.2023-09-25-1955.data.1e486657-4157-4c87-b093-7ea3d3522599.txt,12,10,10,4,3,2023-09-25-19-52,2023-09-25-19-56,4
s.5931992a-f131-464f-ae62-00513f628d3a.txt,N_back.2023-09-25-2358.data.5931992a-f131-464f-ae62-00513f628d3a.txt,6,3,9,3,4,2023-09-25-23-54,2023-09-25-23-58,4
s.a1bad078-1073-467b-b927-0c65879cabdc.txt,N_back.2023-09-25-2025.data.a1bad078-1073-467b-b927-0c65879cabdc.txt,8,6,5,3,3,2023-09-25-20-21,2023-09-25-20-25,4
s.f522f79f-8527-44c3-8650-2f257d5af4d6.txt,N_back.2023-09-25-2234.data.f522f79f-8527-44c3-8650-2f257d5af4d6.txt,4,3,9,4,5,2023-09-25-22-31,2023-09-25-22-34,3
s.565593b6-9e91-4e26-8aac-49f39501d97f.txt,N_back.2023-09-25-2105.data.565593b6-9e91-4e26-8aac-49f39501d97f.txt,2,2,2,2,6,2023-09-25-21-02,2023-09-25-21-06,4
s.4be28c1d-2f9a-48bb-8cdd-51f87f5aa35a.txt,N_back.2023-09-25-2124.data.4be28c1d-2f9a-48bb-8cdd-51f87f5aa35a.txt,9,9,8,4,3,2023-09-25-21-21,2023-09-25-21-25,4
s.f26e3e97-e36c-4ab5-8625-eb9cb6135869.txt,N_back.2023-09-25-1925.data.f26e3e97-e36c-4ab5-8625-eb9cb6135869.txt,5,6,4,6,5,2023-09-25-19-21,2023-09-25-19-25,4
s.692478d4-a00a-48ab-ba48-6a674287c8ee.txt,N_back.2023-09-25-2255.data.692478d4-a00a-48ab-ba48-6a674287c8ee.txt,7,5,15,4,4,2023-09-25-22-52,2023-09-25-22-55,3
s.e80bfbde-33be-41af-8299-f54a3831f99d.txt,N_back.2023-09-25-2143.data.e80bfbde-33be-41af-8299-f54a3831f99d.txt,6,3,11,4,5,2023-09-25-21-39,2023-09-25-21-43,4
s.b973ee58-4cbd-4823-a171-8bc4b5a0b136.txt,N_back.2023-09-25-2055.data.b973ee58-4cbd-4823-a171-8bc4b5a0b136.txt,10,8,9,3,3,2023-09-25-20-52,2023-09-25-20-55,3
s.dd575ed9-5aaf-44a4-9849-160cc13add46.txt,N_back.2023-09-25-1825.data.dd575ed9-5aaf-44a4-9849-160cc13add46.txt,11,12,12,7,3,2023-09-25-18-22,2023-09-25-18-26,4
s.60aac3a2-8bc6-4928-9d53-4bc8cfc9c623.txt,N_back.2023-09-25-2036.data.60aac3a2-8bc6-4928-9d53-4bc8cfc9c623.txt,6,2,11,2,5,2023-09-25-20-32,2023-09-25-20-37,5
s.c6c0d74c-b88e-4e4f-b50e-45975062fe18.txt,N_back.2023-09-25-2007.data.c6c0d74c-b88e-4e4f-b50e-45975062fe18.txt,6,6,9,6,4,2023-09-25-20-03,2023-09-25-20-07,4
s.a069386b-47b5-4528-bf47-a34b76ac568b.txt,N_back.2023-09-25-1727.data.a069386b-47b5-4528-bf47-a34b76ac568b.txt,9,10,3,7,8,2023-09-25-17-23,2023-09-25-17-27,4
s.1f8578fc-c147-4970-9abe-5dae4792fadb.txt,N_back.2023-09-25-2205.data.1f8578fc-c147-4970-9abe-5dae4792fadb.txt,5,2,5,1,6,2023-09-25-22-01,2023-09-25-22-06,5
