participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.73d8ba14-d5ff-4440-aacd-c67a050e277b.txt,N_back.2023-10-04-2035.data.73d8ba14-d5ff-4440-aacd-c67a050e277b.txt,4,5,4,4,5,2023-10-04-20-32,2023-10-04-20-36,4
s.7ab25176-1df2-4a30-a3fa-f054d625532e.txt,N_back.2023-10-04-2352.data.7ab25176-1df2-4a30-a3fa-f054d625532e.txt,5,7,17,6,3,2023-10-04-23-48,2023-10-04-23-53,5
s.48a1ab62-abf2-4d5c-9dcd-dc7e97905bf4.txt,N_back.2023-10-04-2254.data.48a1ab62-abf2-4d5c-9dcd-dc7e97905bf4.txt,5,6,7,8,7,2023-10-04-22-51,2023-10-04-22-55,4
s.558db967-ec7a-4fa7-a7e2-0a5f3b8b97cd.txt,N_back.2023-10-04-2055.data.558db967-ec7a-4fa7-a7e2-0a5f3b8b97cd.txt,6,6,15,8,8,2023-10-04-20-51,2023-10-04-20-55,4
s.211956e5-7cfd-40a6-92ec-3695db00b6d3.txt,N_back.2023-10-04-2007.data.211956e5-7cfd-40a6-92ec-3695db00b6d3.txt,5,5,4,5,5,2023-10-04-20-04,2023-10-04-20-08,4
s.7094ab5d-0870-4c89-8a68-d3f8814d4fbc.txt,N_back.2023-10-04-2226.data.7094ab5d-0870-4c89-8a68-d3f8814d4fbc.txt,4,7,7,8,6,2023-10-04-22-22,2023-10-04-22-26,4
s.543e022d-c2ac-40ae-8061-8a099e073042.txt,N_back.2023-10-04-2106.data.543e022d-c2ac-40ae-8061-8a099e073042.txt,4,4,10,4,4,2023-10-04-21-02,2023-10-04-21-06,4
s.eabd457b-786e-49e1-8ee0-35a0939ad7c8.txt,N_back.2023-10-04-2236.data.eabd457b-786e-49e1-8ee0-35a0939ad7c8.txt,3,3,11,1,2,2023-10-04-22-33,2023-10-04-22-37,4
s.a2c9e267-b0f0-42b4-b415-411f8d637b79.txt,N_back.2023-10-04-1906.data.a2c9e267-b0f0-42b4-b415-411f8d637b79.txt,7,11,10,9,8,2023-10-04-19-02,2023-10-04-19-06,4
s.c4b310ba-a1b4-4f14-815e-eb8efda9c779.txt,N_back.2023-10-04-2025.data.c4b310ba-a1b4-4f14-815e-eb8efda9c779.txt,6,7,16,5,3,2023-10-04-20-21,2023-10-04-20-25,4
s.241a5771-b9fd-445c-b57f-3410cda0e1f7.txt,N_back.2023-10-04-2124.data.241a5771-b9fd-445c-b57f-3410cda0e1f7.txt,7,5,10,8,7,2023-10-04-21-20,2023-10-04-21-24,4
s.f0a6800f-0cfb-4a57-b3e7-b223570a456b.txt,N_back.2023-10-04-1936.data.f0a6800f-0cfb-4a57-b3e7-b223570a456b.txt,8,11,14,8,5,2023-10-04-19-33,2023-10-04-19-37,4
s.ef4f641f-954d-4b0b-a67a-06387ea97f18.txt,N_back.2023-10-04-2305.data.ef4f641f-954d-4b0b-a67a-06387ea97f18.txt,4,4,7,1,2,2023-10-04-23-01,2023-10-04-23-05,4
s.f1035ed5-b360-45c7-8ab8-afe18346028b.txt,N_back.2023-10-04-2323.data.f1035ed5-b360-45c7-8ab8-afe18346028b.txt,6,3,8,6,6,2023-10-04-23-19,2023-10-04-23-23,4
s.862586cc-8078-4571-b40d-c1eed5617d3d.txt,N_back.2023-10-04-1925.data.862586cc-8078-4571-b40d-c1eed5617d3d.txt,3,7,6,5,3,2023-10-04-19-22,2023-10-04-19-26,4
s.b57903de-c4e3-4280-8459-44528aec3960.txt,N_back.2023-10-04-1836.data.b57903de-c4e3-4280-8459-44528aec3960.txt,4,5,7,7,11,2023-10-04-18-33,2023-10-04-18-37,4
s.e09029ef-e869-444c-830d-5128d0723ede.txt,N_back.2023-10-04-2206.data.e09029ef-e869-444c-830d-5128d0723ede.txt,3,4,11,3,3,2023-10-04-22-02,2023-10-04-22-06,4
s.7d43e440-27d6-4895-8fdc-5137e80c08e8.txt,N_back.2023-10-04-2134.data.7d43e440-27d6-4895-8fdc-5137e80c08e8.txt,4,4,9,4,3,2023-10-04-21-31,2023-10-04-21-35,4
s.ddb8fa3c-dc70-4488-82bf-71d10c0eec47.txt,N_back.2023-10-04-1956.data.ddb8fa3c-dc70-4488-82bf-71d10c0eec47.txt,4,5,9,6,4,2023-10-04-19-53,2023-10-04-19-57,4
s.842ed987-1fee-440f-af1d-0a5f6ff04a21.txt,N_back.2023-10-04-2155.data.842ed987-1fee-440f-af1d-0a5f6ff04a21.txt,6,11,12,8,6,2023-10-04-21-51,2023-10-04-21-55,4
