participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.3e4e3f33-0093-4b66-b90d-ea1045e64462.txt,N_back.2023-08-29-2355.data.3e4e3f33-0093-4b66-b90d-ea1045e64462.txt,7,7,8,2,2,2023-08-29-23-52,2023-08-29-23-55,3
s.fcb0a608-d5f9-4fea-a793-454a70812595.txt,N_back.2023-08-29-2109.data.fcb0a608-d5f9-4fea-a793-454a70812595.txt,10,10,9,4,3,2023-08-29-21-05,2023-08-29-21-09,4
s.061b25b2-d2f0-4298-aebe-a504699fe331.txt,N_back.2023-08-29-2308.data.061b25b2-d2f0-4298-aebe-a504699fe331.txt,15,13,5,4,1,2023-08-29-23-04,2023-08-29-23-08,4
s.bf13af8f-72df-4e86-a0b6-d2e91f4700fd.txt,N_back.2023-08-30-2036.data.bf13af8f-72df-4e86-a0b6-d2e91f4700fd.txt,14,9,11,4,4,2023-08-30-20-32,2023-08-30-20-37,5
s.19ecd661-1d98-4b42-b256-1f82b192a098.txt,N_back.2023-08-29-1935.data.19ecd661-1d98-4b42-b256-1f82b192a098.txt,12,10,12,5,5,2023-08-29-19-31,2023-08-29-19-36,5
s.4af92726-ba89-405f-b306-725643efd6c3.txt,N_back.2023-08-29-2058.data.4af92726-ba89-405f-b306-725643efd6c3.txt,9,4,9,3,4,2023-08-29-20-54,2023-08-29-20-59,5
s.5f76fed2-b23d-48d0-98fc-029b17fe5aac.txt,N_back.2023-08-30-1839.data.5f76fed2-b23d-48d0-98fc-029b17fe5aac.txt,11,11,11,4,9,2023-08-30-18-35,2023-08-30-18-40,5
s.bee8304c-6833-4b93-ade1-dae78073d0ec.txt,N_back.2023-08-30-2007.data.bee8304c-6833-4b93-ade1-dae78073d0ec.txt,10,15,7,4,9,2023-08-30-20-03,2023-08-30-20-07,4
s.e9dc9840-1986-42c6-84f5-bbb01e99ca41.txt,N_back.2023-08-30-1856.data.e9dc9840-1986-42c6-84f5-bbb01e99ca41.txt,13,11,8,8,7,2023-08-30-18-52,2023-08-30-18-56,4
s.1b6b4233-3e1d-42c1-a507-14e137203435.txt,N_back.2023-08-30-1956.data.1b6b4233-3e1d-42c1-a507-14e137203435.txt,13,11,3,5,6,2023-08-30-19-52,2023-08-30-19-56,4
s.34ea8bdb-16f1-42ec-86ba-9c90cb82fb7f.txt,N_back.2023-08-30-2055.data.34ea8bdb-16f1-42ec-86ba-9c90cb82fb7f.txt,14,10,1,7,5,2023-08-30-20-51,2023-08-30-20-56,5
s.690d3449-ad5a-4f8d-9558-d080e7c4b7dc.txt,"","","","","","",2023-08-30-19-30,"",""
s.63a7b571-3a7a-4e91-a201-e8d1d66460a2.txt,N_back.2023-08-29-2328.data.63a7b571-3a7a-4e91-a201-e8d1d66460a2.txt,4,6,9,2,2,2023-08-29-23-24,2023-08-29-23-28,4
s.c383468d-a095-4672-85e6-2d865d59ee45.txt,N_back.2023-08-30-2237.data.c383468d-a095-4672-85e6-2d865d59ee45.txt,12,8,7,3,8,2023-08-30-22-33,2023-08-30-22-37,4
s.338923c8-3381-4773-8770-69e8cdd2c11a.txt,N_back.2023-08-30-1925.data.338923c8-3381-4773-8770-69e8cdd2c11a.txt,14,12,3,7,7,2023-08-30-19-21,2023-08-30-19-25,4
s.7a03fcff-21d1-4287-a54a-01979e5e68dc.txt,N_back.2023-08-29-2137.data.7a03fcff-21d1-4287-a54a-01979e5e68dc.txt,11,11,10,5,3,2023-08-29-21-33,2023-08-29-21-37,4
s.6ddc7bdc-106b-4efb-91a9-9a71359bd0dd.txt,N_back.2023-08-29-2038.data.6ddc7bdc-106b-4efb-91a9-9a71359bd0dd.txt,11,12,12,8,3,2023-08-29-20-34,2023-08-29-20-38,4
s.f6454f28-438b-4468-8b98-68473627714f.txt,N_back.2023-08-29-1905.data.f6454f28-438b-4468-8b98-68473627714f.txt,9,9,10,5,6,2023-08-29-19-02,2023-08-29-19-06,4
s.1043fc25-040b-43d4-94ec-ab99ade37611.txt,N_back.2023-08-30-2158.data.1043fc25-040b-43d4-94ec-ab99ade37611.txt,7,9,1,3,5,2023-08-30-21-54,2023-08-30-21-58,4
s.46b32691-7f94-4796-85ed-598afad89a5e.txt,N_back.2023-08-29-2032.data.46b32691-7f94-4796-85ed-598afad89a5e.txt,8,7,10,3,3,2023-08-29-20-23,2023-08-29-20-32,9
s.432d95ca-e859-4e61-8bd7-4d2f99638611.txt,N_back.2023-08-30-1811.data.432d95ca-e859-4e61-8bd7-4d2f99638611.txt,17,10,19,10,2,2023-08-30-18-06,2023-08-30-18-12,6
s.9cac8a61-1f15-4668-9a75-ab05d2b88965.txt,N_back.2023-08-29-2227.data.9cac8a61-1f15-4668-9a75-ab05d2b88965.txt,6,6,9,3,3,2023-08-29-22-24,2023-08-29-22-28,4
s.71e6c97f-d94a-415f-bc8e-53ffc1245887.txt,N_back.2023-08-29-2238.data.71e6c97f-d94a-415f-bc8e-53ffc1245887.txt,15,11,18,6,1,2023-08-29-22-34,2023-08-29-22-38,4
s.f14ce625-a99b-4d98-a296-d80aae8bef83.txt,N_back.2023-08-30-2025.data.f14ce625-a99b-4d98-a296-d80aae8bef83.txt,15,14,6,4,4,2023-08-30-20-21,2023-08-30-20-26,5
s.99c84219-71ba-4c9a-992c-275ae38d5a03.txt,N_back.2023-08-30-2107.data.99c84219-71ba-4c9a-992c-275ae38d5a03.txt,10,13,12,7,3,2023-08-30-21-03,2023-08-30-21-07,4
s.e76d3317-ffba-45dc-a9ac-c3142b0f688d.txt,N_back.2023-08-30-2126.data.e76d3317-ffba-45dc-a9ac-c3142b0f688d.txt,9,10,2,4,5,2023-08-30-21-22,2023-08-30-21-27,5
s.9e932dc3-b131-4ae5-9fb6-9000a61e6910.txt,N_back.2023-08-29-2125.data.9e932dc3-b131-4ae5-9fb6-9000a61e6910.txt,5,7,7,5,7,2023-08-29-21-22,2023-08-29-21-26,4
s.d47a500c-5349-4a48-b812-9d4a000265ed.txt,N_back.2023-08-29-1956.data.d47a500c-5349-4a48-b812-9d4a000265ed.txt,9,5,16,3,4,2023-08-29-19-52,2023-08-29-19-56,4
s.ec1bad5b-c616-4caa-8740-d83034be180b.txt,N_back.2023-08-29-2155.data.ec1bad5b-c616-4caa-8740-d83034be180b.txt,5,6,5,4,6,2023-08-29-21-51,2023-08-29-21-55,4
