participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.ea089b37-1035-41f3-8739-af2e9673229e.txt,N_back.2023-09-20-1956.data.ea089b37-1035-41f3-8739-af2e9673229e.txt,5,5,8,6,8,2023-09-20-19-52,2023-09-20-19-56,4
s.c0f5aaa4-b12a-4ffc-9fe7-42eaddeff4b2.txt,N_back.2023-09-20-1837.data.c0f5aaa4-b12a-4ffc-9fe7-42eaddeff4b2.txt,10,12,12,6,11,2023-09-20-18-33,2023-09-20-18-37,4
s.3db17b86-edc9-42f7-94b6-c3a2902f4dfe.txt,N_back.2023-09-20-2056.data.3db17b86-edc9-42f7-94b6-c3a2902f4dfe.txt,4,4,7,6,7,2023-09-20-20-52,2023-09-20-20-56,4
s.10896265-2a52-4965-9c11-495185450d9d.txt,N_back.2023-09-20-2327.data.10896265-2a52-4965-9c11-495185450d9d.txt,4,8,8,5,7,2023-09-20-23-24,2023-09-20-23-28,4
s.7219b7fb-c269-426b-9c3b-767cfbcf8444.txt,N_back.2023-09-20-2257.data.7219b7fb-c269-426b-9c3b-767cfbcf8444.txt,7,5,11,4,6,2023-09-20-22-53,2023-09-20-22-57,4
s.80d22840-5246-4d6d-8941-7937e1dc888c.txt,N_back.2023-09-20-1906.data.80d22840-5246-4d6d-8941-7937e1dc888c.txt,10,9,8,3,3,2023-09-20-19-02,2023-09-20-19-06,4
s.dbbac901-1560-4c96-ae55-d188e4698672.txt,N_back.2023-09-20-1936.data.dbbac901-1560-4c96-ae55-d188e4698672.txt,11,12,12,4,8,2023-09-20-19-32,2023-09-20-19-37,5
s.1dfe24b5-48f6-4102-9daa-4e460cc4b106.txt,N_back.2023-09-20-1925.data.1dfe24b5-48f6-4102-9daa-4e460cc4b106.txt,6,7,8,6,6,2023-09-20-19-21,2023-09-20-19-25,4
s.140e5485-9503-431f-b1fa-6231eb986637.txt,N_back.2023-09-20-2127.data.140e5485-9503-431f-b1fa-6231eb986637.txt,4,8,10,6,6,2023-09-20-21-23,2023-09-20-21-27,4
s.c210637d-6024-4241-802a-20699a630330.txt,N_back.2023-09-20-2157.data.c210637d-6024-4241-802a-20699a630330.txt,4,5,13,6,6,2023-09-20-21-53,2023-09-20-21-57,4
s.80b6d527-5c70-4d0e-b525-c0644306209d.txt,N_back.2023-09-20-2226.data.80b6d527-5c70-4d0e-b525-c0644306209d.txt,7,7,14,6,5,2023-09-20-22-22,2023-09-20-22-26,4
s.45db7110-bef2-4835-a1db-e734fdbe3594.txt,N_back.2023-09-20-2208.data.45db7110-bef2-4835-a1db-e734fdbe3594.txt,16,15,15,2,2,2023-09-20-22-04,2023-09-20-22-08,4
s.957da7ff-48a7-4aff-b22e-5b65b28d703b.txt,N_back.2023-09-20-2138.data.957da7ff-48a7-4aff-b22e-5b65b28d703b.txt,17,3,19,2,2,2023-09-20-21-34,2023-09-20-21-39,5
s.de96b1b5-0599-44c2-8b1f-4e1eeac6e7e0.txt,N_back.2023-09-20-2026.data.de96b1b5-0599-44c2-8b1f-4e1eeac6e7e0.txt,6,7,13,6,6,2023-09-20-20-22,2023-09-20-20-26,4
s.6e399f34-e1eb-4094-8834-3cc9d86ac532.txt,N_back.2023-09-20-2237.data.6e399f34-e1eb-4094-8834-3cc9d86ac532.txt,12,12,10,1,1,2023-09-20-22-34,2023-09-20-22-38,4
s.1c6c3b9b-6f4f-45ac-9fff-8fbd897116be.txt,N_back.2023-09-20-2307.data.1c6c3b9b-6f4f-45ac-9fff-8fbd897116be.txt,13,11,7,1,1,2023-09-20-23-03,2023-09-20-23-07,4
s.8efa90aa-0880-4180-95d6-2d3b1ddafdf1.txt,N_back.2023-09-20-2354.data.8efa90aa-0880-4180-95d6-2d3b1ddafdf1.txt,5,7,7,5,7,2023-09-20-23-50,2023-09-20-23-54,4
s.acb7ef99-288b-4ed4-9245-b33a913b4cd3.txt,N_back.2023-09-20-2007.data.acb7ef99-288b-4ed4-9245-b33a913b4cd3.txt,11,12,12,8,4,2023-09-20-20-03,2023-09-20-20-08,5
s.aa426d06-9030-4c0c-ae32-49e3b6934b09.txt,N_back.2023-09-20-2108.data.aa426d06-9030-4c0c-ae32-49e3b6934b09.txt,15,12,15,3,3,2023-09-20-21-04,2023-09-20-21-08,4
s.96c32ff4-9945-4933-8b82-53e1042006d3.txt,N_back.2023-09-20-2038.data.96c32ff4-9945-4933-8b82-53e1042006d3.txt,11,12,5,4,3,2023-09-20-20-34,2023-09-20-20-38,4
