participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.b96ce717-55df-4a65-929d-51a60f0f2fcf.txt,"",9957,3492,4045,0,2023-08-23-22-52,2023-08-23-22-56,4
s.6eefa720-b4d5-4c72-9932-0ce567db078e.txt,"",7676,1967,1337,0,2023-08-23-20-31,2023-08-23-20-35,4
s.36a7453a-5550-4ee1-9ff9-f3ecd378d831.txt,"",8584,3315,2494,0,2023-08-23-23-34,2023-08-23-23-37,3
s.5f41107c-3a08-4590-a0c6-61d259c299f4.txt,"",7437,1875,3601,0,2023-08-23-23-03,2023-08-23-23-07,4
s.c0e64acd-e0cd-42d8-88a0-c8c785dd2233.txt,"",6347,1860,5034,0,2023-08-23-21-33,2023-08-23-21-36,3
s.08da4127-9365-4a47-9536-4248750aa7f7.txt,"",9199,5095,3561,0,2023-08-23-22-21,2023-08-23-22-25,4
s.cf060626-313b-4feb-85d8-253140f067f8.txt,"",8867,7150,6250,0,2023-08-23-19-52,2023-08-23-19-56,4
s.6c8d8a0b-ece9-4fd9-8a7b-0862b601192a.txt,"",8442,4446,2297,0,2023-08-24-00-20,2023-08-24-00-25,5
s.3d517c8e-48aa-4731-be9a-93cd1d866ca1.txt,"",6980,2573,3391,0,2023-08-24-00-02,2023-08-24-00-06,4
s.24da038d-bc18-4fd3-868e-ad9f3dc14cb1.txt,"",8423,5080,11684,0,2023-08-23-20-53,2023-08-23-20-57,4
s.105c4372-95c2-4f46-9aa9-4024e57dc387.txt,"",9179,3091,6818,0,2023-08-23-21-52,2023-08-23-21-56,4
s.d36fefa2-8f85-4ad0-905c-ed1a72ee471c.txt,"",13252,4374,2029,0,2023-08-23-20-02,2023-08-23-20-07,5
s.a29c397f-d5e8-4311-8ac3-be78a27edba8.txt,"",6662,2036,2808,0,2023-08-24-00-31,2023-08-24-00-35,4
s.d658284d-a3d7-4f7a-b403-38f5266e3e14.txt,"",7167,2521,6842,0,2023-08-23-22-32,2023-08-23-22-36,4
s.bddd8291-89fc-4460-b81e-8e7456d6000d.txt,"",6844,9731,5593,0,2023-08-23-23-24,2023-08-23-23-28,4
s.a2dc4236-1e84-4c0e-be7a-8f7b82d6f633.txt,"",5997,1385,2682,0,2023-08-23-21-03,2023-08-23-21-07,4
s.351c2da3-aea3-4951-9311-c18e42f24939.txt,"",5098,7622,4646,0,2023-08-23-23-53,2023-08-23-23-57,4
s.fb080500-8754-4d43-8ff8-e49b95f3c06b.txt,"",10687,5575,5639,0,2023-08-23-21-23,2023-08-23-21-27,4
s.d06ed2f4-5a7f-4715-b3d7-978417c7739b.txt,"",13360,3999,5422,0,2023-08-23-20-21,2023-08-23-20-25,4
s.b7a8badd-f176-4590-a650-63d9721533a1.txt,"",6501,2970,2025,0,2023-08-23-22-02,2023-08-23-22-06,4
