participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.4ddbc09f-0b6e-43a3-9471-10a806c607c5.txt,N_back.2023-08-21-2225.data.4ddbc09f-0b6e-43a3-9471-10a806c607c5.txt,3,3,3,2,10,2023-08-21-22-22,2023-08-21-22-26,4
s.f4af5d71-97bf-4421-a917-fc25a161634d.txt,N_back.2023-08-21-1955.data.f4af5d71-97bf-4421-a917-fc25a161634d.txt,3,4,4,3,10,2023-08-21-19-52,2023-08-21-19-56,4
s.cf8adb7c-b5bd-4483-800b-becfc9c35334.txt,N_back.2023-08-21-2025.data.cf8adb7c-b5bd-4483-800b-becfc9c35334.txt,3,3,7,2,10,2023-08-21-20-21,2023-08-21-20-25,4
s.4ad444e0-a082-4226-b92a-7a59fa8cb9a7.txt,N_back.2023-08-21-1906.data.4ad444e0-a082-4226-b92a-7a59fa8cb9a7.txt,11,7,6,6,4,2023-08-21-19-02,2023-08-21-19-06,4
s.5e3fad71-524f-41c8-a521-2ce8c562e1ca.txt,N_back.2023-08-21-1935.data.5e3fad71-524f-41c8-a521-2ce8c562e1ca.txt,12,10,14,7,3,2023-08-21-19-32,2023-08-21-19-36,4
s.09b05f53-9481-4c8b-91a5-8df85eb1da10.txt,N_back.2023-08-21-2126.data.09b05f53-9481-4c8b-91a5-8df85eb1da10.txt,5,3,7,2,10,2023-08-21-21-22,2023-08-21-21-26,4
s.7766681a-22f9-4aea-9665-bac3262d021d.txt,N_back.2023-08-22-0025.data.7766681a-22f9-4aea-9665-bac3262d021d.txt,3,3,3,2,2,2023-08-22-00-22,2023-08-22-00-26,4
s.ac328ee3-f5e3-485c-a867-9ee6f90a30d2.txt,N_back.2023-08-21-2236.data.ac328ee3-f5e3-485c-a867-9ee6f90a30d2.txt,17,14,17,7,1,2023-08-21-22-32,2023-08-21-22-36,4
s.0ce6e630-f0c2-42df-b7bb-4ba8d61699d4.txt,N_back.2023-08-21-1835.data.0ce6e630-f0c2-42df-b7bb-4ba8d61699d4.txt,11,6,11,7,5,2023-08-21-18-31,2023-08-21-18-36,5
s.9e7ea122-1a03-492f-b7fd-822d323b9069.txt,N_back.2023-08-21-2325.data.9e7ea122-1a03-492f-b7fd-822d323b9069.txt,4,5,11,3,3,2023-08-21-23-22,2023-08-21-23-25,3
s.c0bae0d6-cb16-4318-9140-093ea3148c49.txt,N_back.2023-08-21-2309.data.c0bae0d6-cb16-4318-9140-093ea3148c49.txt,17,12,19,8,1,2023-08-21-23-05,2023-08-21-23-09,4
s.bbf19d36-4da1-40ee-8a40-4c1253659cd1.txt,N_back.2023-08-21-2136.data.bbf19d36-4da1-40ee-8a40-4c1253659cd1.txt,12,11,15,7,1,2023-08-21-21-32,2023-08-21-21-36,4
s.c80e3b08-1922-42de-94ab-f2a9622fa531.txt,N_back.2023-08-21-2036.data.c80e3b08-1922-42de-94ab-f2a9622fa531.txt,11,8,3,3,5,2023-08-21-20-32,2023-08-21-20-37,5
s.dab5bf6d-763c-4e5d-b4cb-bc190e225cd9.txt,N_back.2023-08-21-2107.data.dab5bf6d-763c-4e5d-b4cb-bc190e225cd9.txt,11,9,10,4,3,2023-08-21-21-03,2023-08-21-21-07,4
s.aaac4091-7799-42e5-9efc-625f7a36b0f8.txt,N_back.2023-08-21-2354.data.aaac4091-7799-42e5-9efc-625f7a36b0f8.txt,3,4,6,3,2,2023-08-21-23-51,2023-08-21-23-54,3
s.099ed9e0-2e2f-4cf4-8626-9f69394916ef.txt,N_back.2023-08-21-2156.data.099ed9e0-2e2f-4cf4-8626-9f69394916ef.txt,4,5,4,3,9,2023-08-21-21-52,2023-08-21-21-56,4
s.35b90340-bf7f-420f-9efe-47ed01c2b721.txt,N_back.2023-08-21-2007.data.35b90340-bf7f-420f-9efe-47ed01c2b721.txt,10,10,10,7,4,2023-08-21-20-03,2023-08-21-20-07,4
s.67a1cea5-1c66-4980-969b-05b4a4cf79da.txt,N_back.2023-08-21-2205.data.67a1cea5-1c66-4980-969b-05b4a4cf79da.txt,15,11,19,3,1,2023-08-21-22-02,2023-08-21-22-06,4
s.eaed7add-324a-44dc-9abf-379c81685355.txt,N_back.2023-08-21-2056.data.eaed7add-324a-44dc-9abf-379c81685355.txt,8,7,5,2,10,2023-08-21-20-53,2023-08-21-20-57,4
s.3c6cb622-c45e-4377-b2ba-dc0336f94172.txt,N_back.2023-08-21-2257.data.3c6cb622-c45e-4377-b2ba-dc0336f94172.txt,2,2,2,2,5,2023-08-21-22-53,2023-08-21-22-58,5
