participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.2862a886-38ab-4cc4-8d0f-6a9c8220aee5.txt,"",10417,2827,3969,0,2023-09-27-23-03,2023-09-27-23-07,4
s.8bd0bd3d-d96d-4e56-9c7d-cc5fe1f476f9.txt,"",9950,8801,5599,0,2023-09-27-22-32,2023-09-27-22-36,4
s.97881d97-1f4b-4427-96ec-3b38a15a904f.txt,"",7303,2988,3881,0,2023-09-27-20-21,2023-09-27-20-25,4
s.ce18381c-13db-43a0-a8f0-076dde0e7825.txt,"",15367,5994,10045,0,2023-09-27-19-33,2023-09-27-19-37,4
s.38a31bc7-32d7-457e-b3a4-aeae4a116cea.txt,"",6789,3042,3657,0,2023-09-27-22-15,2023-09-27-22-19,4
s.7db60831-64d0-4ff1-b5fb-3ae105260b02.txt,"",27437,4151,8400,0,2023-09-27-20-03,2023-09-27-20-08,5
s.be252102-d3a5-4e5d-972c-11dee1bea474.txt,"",8040,3290,3847,0,2023-09-27-22-01,2023-09-27-22-05,4
s.bb737003-d800-4ecb-af4a-53adcf8a4fbe.txt,"",6338,1646,3334,0,2023-09-27-23-22,2023-09-27-23-26,4
s.0fbe1dd0-14bf-47bc-8ce2-1226a1b9001c.txt,"",40979,6460,2549,0,2023-09-27-19-53,2023-09-27-19-57,4
s.aedacc8f-a7ec-4b9e-b50f-440fbd28ac7b.txt,"",7197,6831,18476,0,2023-09-27-19-22,2023-09-27-19-26,4
s.bda6e950-9741-4d95-897a-b66eb2b87bcd.txt,"",8638,3197,3654,0,2023-09-27-20-51,2023-09-27-20-55,4
s.985b863e-b74e-4a85-9dfd-1835f2da0cb4.txt,"",19919,6686,8050,0,2023-09-27-21-02,2023-09-27-21-06,4
s.42f81a64-5320-4b7d-8682-e6f5a3b2c404.txt,"",19387,9510,6052,0,2023-09-27-18-31,2023-09-27-18-36,5
s.18595d02-f821-4aac-b098-89c1b271d8ed.txt,"",9108,4735,3111,0,2023-09-27-21-50,2023-09-27-21-54,4
s.b9419d9b-1487-4f9f-8ac3-a488ac4caffd.txt,"",11454,6937,4489,0,2023-09-27-20-32,2023-09-27-20-36,4
s.bc61df8a-5046-495b-9fed-8d9b08b88d28.txt,"",6335,2442,3231,0,2023-09-27-23-49,2023-09-27-23-53,4
s.cb7545ce-5f5e-4e93-add3-4875c44d1c18.txt,"",7022,2870,5195,0,2023-09-27-22-52,2023-09-27-22-55,3
s.06be442c-f082-4a38-b1cb-c730e76e1e35.txt,"",7856,15093,8419,0,2023-09-27-21-32,2023-09-27-21-36,4
s.c520b038-0f56-41a5-8fc0-b0d5440d10ab.txt,"",17990,2860,4332,0,2023-09-27-19-01,2023-09-27-19-05,4
s.61853bcc-5bad-455f-a454-76ec3c4068df.txt,"",6984,2741,4466,0,2023-09-27-21-21,2023-09-27-21-25,4
