participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.f20e8935-3afc-4946-ade1-992174571687.txt,"",11012,4252,7763,0,2023-09-04-20-30,2023-09-04-20-34,4
s.b0140f7d-86a9-4af6-9ea2-6348c09f2b8a.txt,"",17807,3557,2884,0,2023-09-04-18-50,2023-09-04-18-56,6
s.763e9c93-bf41-41b6-a922-ee015689e117.txt,"",6464,3201,4300,0,2023-09-04-23-02,2023-09-04-23-07,5
s.756786d8-2c67-4383-8f11-52f8060f0229.txt,"",14667,15185,6447,0,2023-09-04-18-31,2023-09-04-18-35,4
s.a9ec419c-f529-4964-a2ba-c00d47a45355.txt,"",5536,3306,3320,0,2023-09-04-20-20,2023-09-04-20-24,4
s.96e0b968-aa17-4d38-87e9-98a6f407c44e.txt,"",5823,3297,3013,0,2023-09-04-19-25,2023-09-04-19-29,4
s.449c072f-4bc5-486e-8ee3-d40f17a85171.txt,"",6847,3410,4402,0,2023-09-04-20-52,2023-09-04-20-56,4
s.73b3b0fe-4c5b-4cdc-b4fb-16a41c4f0f11.txt,"",16580,3750,5694,0,2023-09-04-19-32,2023-09-04-19-36,4
s.883f7eba-a23d-43a0-8381-be2b13eef19c.txt,"",6625,3582,8279,0,2023-09-04-22-31,2023-09-04-22-36,5
s.809dd122-6990-41ce-9747-9568bd2d9d5f.txt,"",11871,9700,5091,0,2023-09-04-21-01,2023-09-04-21-06,5
s.f57c519a-c4b3-4f15-bbe9-1e3f6975f44d.txt,"",6813,3754,3729,0,2023-09-04-22-05,2023-09-04-22-09,4
s.8ba533ba-4104-466d-8e48-590e65e50b4a.txt,"",8278,5863,3036,0,2023-09-04-21-55,2023-09-04-21-59,4
s.1907a168-480c-48a4-b62e-36e494953f94.txt,"",10257,5399,5187,0,2023-09-04-20-02,2023-09-04-20-06,4
s.88e76ff4-295a-43ca-acb1-412c6f4d02f2.txt,"",7166,4441,6627,0,2023-09-04-19-51,2023-09-04-19-55,4
s.7988f2c2-89e1-4f51-844d-7bde2a270d2c.txt,"",15016,3762,4307,0,2023-09-04-21-25,2023-09-04-21-29,4
s.f77a4879-6d4b-4747-bbf6-296e7172c731.txt,"",6981,4993,3003,0,2023-09-04-22-53,2023-09-04-22-57,4
s.78a3fc6d-d4ce-497d-8c4e-1225a56b162e.txt,"",15167,7419,6840,0,2023-09-04-18-58,2023-09-04-19-02,4
s.d20375fa-9b2c-4a05-8fca-e603e828c465.txt,"",8438,5396,2219,0,2023-09-04-22-22,2023-09-04-22-26,4
s.d55df2fb-56d2-4dd4-9421-458f408c138a.txt,"",6867,3986,5996,0,2023-09-04-21-35,2023-09-04-21-39,4
s.44ca7540-6a42-49d3-aa32-65bd332be973.txt,"",11804,4816,7481,0,2023-09-04-18-22,2023-09-04-18-26,4
