participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.18d0e148-c4da-44a3-a13c-a649568fb97f.txt,"",25455,8694,7983,0,2023-08-16-20-06,2023-08-16-20-11,5
s.c0d171ad-ea2d-49bf-86c4-1c101bc0eb28.txt,"",26290,4550,6095,0,2023-08-16-20-24,2023-08-16-20-29,5
s.83502cfa-aa0c-489c-9a75-ddf75e75fa1f.txt,"",6244,806,1144,0,2023-08-15-20-31,2023-08-15-20-35,4
s.47dc2b38-7b98-45f8-baba-4b86c1c19720.txt,"",8108,3203,6391,0,2023-08-15-19-21,2023-08-15-19-25,4
s.a4452104-8a38-475a-9631-d325ea4b3072.txt,"",7103,968,1375,0,2023-08-15-19-02,2023-08-15-19-05,3
s.e8afc7c6-880c-44b5-b74d-998b622b6013.txt,"",7358,1601,2994,0,2023-08-15-20-21,2023-08-15-20-25,4
s.9f8c310a-c542-4335-97ef-82d121615706.txt,"",14698,7150,3311,0,2023-08-16-21-57,2023-08-16-22-02,5
s.563eb126-113d-41e6-a391-a13f62d0f736.txt,"",15083,6270,11780,0,2023-08-16-19-56,2023-08-16-20-04,8
s.c2cf7460-6a33-40da-8af1-614bfa70171b.txt,"",13372,5352,3350,0,2023-08-16-20-53,2023-08-16-20-57,4
s.e23c9ce7-2b50-4a03-93d9-dca40ad3ef9a.txt,"",5484,1867,5178,0,2023-08-15-19-51,2023-08-15-19-55,4
s.f90940c6-dfe1-4f48-b9db-5ce7807935a5.txt,"",8565,1974,972,0,2023-08-15-22-02,2023-08-15-22-05,3
s.6320144f-f415-4370-8229-1746381fcf0a.txt,"",11134,2474,9556,0,2023-08-16-20-35,2023-08-16-20-39,4
s.b589524a-7da1-408b-8606-54c4022121b3.txt,"",6792,2367,4075,0,2023-08-16-23-24,2023-08-16-23-28,4
s.ccfd1edf-2bb7-4521-963a-b0eaadcc6a3a.txt,"",9855,3794,1557,0,2023-08-15-20-01,2023-08-15-20-05,4
s.8a4e6e18-04a4-4921-b711-6d8269d00bbc.txt,"",5623,2364,4296,0,2023-08-16-23-47,2023-08-16-23-51,4
s.a8a8765a-193a-443b-92eb-4448cc7f8090.txt,"",6860,1883,3752,0,2023-08-15-21-21,2023-08-15-21-25,4
s.0b2c9a40-2140-4616-8550-32ceee2a78bf.txt,"",7820,2917,2816,0,2023-08-17-00-21,2023-08-17-00-25,4
s.201a5154-b0e4-43df-b214-992aeaf2cc40.txt,"",9418,2740,2506,0,2023-08-16-23-33,2023-08-16-23-37,4
s.91ea648e-c91e-4ddb-8f53-75a1c6aadb7b.txt,"",9695,4701,6161,0,2023-08-16-21-33,2023-08-16-21-37,4
s.d50bd005-652c-42df-b2b3-d6e0262a9c64.txt,"",10098,1964,990,0,2023-08-15-22-32,2023-08-15-22-36,4
s.ccbe4606-8f4f-4040-ad7a-14530959e7eb.txt,"",11751,1261,1622,0,2023-08-16-23-56,2023-08-17-00-00,4
s.12475b7d-50df-4076-b94e-72d9125f4f5d.txt,"",7390,1712,2882,0,2023-08-17-00-30,2023-08-17-00-34,4
s.4bf2de88-e52c-4513-97dd-d18e4a583791.txt,"",7750,2808,4625,0,2023-08-16-22-59,2023-08-16-23-03,4
s.51821007-e7d9-45fe-a5e1-014234c55cc2.txt,"",5997,1169,2154,0,2023-08-15-20-51,2023-08-15-20-55,4
s.c3a7c1bf-4007-4869-8f9f-25bd00a15360.txt,"",8362,5263,2171,0,2023-08-15-18-32,2023-08-15-18-36,4
s.39ec629f-101c-46dd-a0dd-908720ceb770.txt,"",12282,1542,1301,0,2023-08-15-21-32,2023-08-15-21-35,3
s.2a84feae-acda-4d85-b1fa-799bd4d1c4ca.txt,"",9011,6290,2390,0,2023-08-16-23-09,2023-08-16-23-13,4
s.a27d0f8f-16cf-4ae0-8d2d-20c925e420d8.txt,"",15610,5126,11380,0,2023-08-16-21-23,2023-08-16-21-28,5
s.ab9111f9-ee39-44c6-b374-18b2b6851670.txt,"",10117,5745,6811,0,2023-08-16-22-24,2023-08-16-22-28,4
s.d4f8f0c5-dfdb-4475-805d-90f88ea6ebd5.txt,"",8275,1691,2262,0,2023-08-16-22-07,2023-08-16-22-11,4
s.d06de5fa-e6cc-4970-95d3-256964775a23.txt,"",10629,954,1043,0,2023-08-15-23-02,2023-08-15-23-06,4
s.7d0af7f9-9052-4f0e-8d4c-831005f0e836.txt,"",16123,5347,5190,0,2023-08-16-21-03,2023-08-16-21-07,4
