participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.3e4e3f33-0093-4b66-b90d-ea1045e64462.txt,"",7519,1963,2141,0,2023-08-29-23-52,2023-08-29-23-55,3
s.fcb0a608-d5f9-4fea-a793-454a70812595.txt,"",7110,3326,3100,0,2023-08-29-21-05,2023-08-29-21-09,4
s.061b25b2-d2f0-4298-aebe-a504699fe331.txt,"",9333,8681,4999,0,2023-08-29-23-04,2023-08-29-23-08,4
s.bf13af8f-72df-4e86-a0b6-d2e91f4700fd.txt,"",17058,6078,4614,0,2023-08-30-20-32,2023-08-30-20-37,5
s.19ecd661-1d98-4b42-b256-1f82b192a098.txt,"",21984,2197,2493,0,2023-08-29-19-31,2023-08-29-19-36,5
s.4af92726-ba89-405f-b306-725643efd6c3.txt,"",12119,3499,298971,0,2023-08-29-20-54,2023-08-29-20-59,5
s.5f76fed2-b23d-48d0-98fc-029b17fe5aac.txt,"",27013,14637,14041,0,2023-08-30-18-35,2023-08-30-18-40,5
s.bee8304c-6833-4b93-ade1-dae78073d0ec.txt,"",7644,4334,4344,0,2023-08-30-20-03,2023-08-30-20-07,4
s.e9dc9840-1986-42c6-84f5-bbb01e99ca41.txt,"",17124,5955,223706,0,2023-08-30-18-52,2023-08-30-18-56,4
s.1b6b4233-3e1d-42c1-a507-14e137203435.txt,"",9558,4449,3942,0,2023-08-30-19-52,2023-08-30-19-56,4
s.34ea8bdb-16f1-42ec-86ba-9c90cb82fb7f.txt,"",11913,5188,6211,0,2023-08-30-20-51,2023-08-30-20-56,5
s.690d3449-ad5a-4f8d-9558-d080e7c4b7dc.txt,"","","","",0,2023-08-30-19-30,"",""
s.63a7b571-3a7a-4e91-a201-e8d1d66460a2.txt,"",4906,3247,1708,0,2023-08-29-23-24,2023-08-29-23-28,4
s.c383468d-a095-4672-85e6-2d865d59ee45.txt,"",9840,5325,5309,0,2023-08-30-22-33,2023-08-30-22-37,4
s.338923c8-3381-4773-8770-69e8cdd2c11a.txt,"",15714,3336,8675,0,2023-08-30-19-21,2023-08-30-19-25,4
s.7a03fcff-21d1-4287-a54a-01979e5e68dc.txt,"",7490,4602,3121,0,2023-08-29-21-33,2023-08-29-21-37,4
s.6ddc7bdc-106b-4efb-91a9-9a71359bd0dd.txt,"",10832,5376,3279,0,2023-08-29-20-34,2023-08-29-20-38,4
s.f6454f28-438b-4468-8b98-68473627714f.txt,"",9391,5168,3853,0,2023-08-29-19-02,2023-08-29-19-06,4
s.1043fc25-040b-43d4-94ec-ab99ade37611.txt,"",15986,8361,5766,0,2023-08-30-21-54,2023-08-30-21-58,4
s.46b32691-7f94-4796-85ed-598afad89a5e.txt,"",10527,2598,1563,0,2023-08-29-20-23,2023-08-29-20-32,9
s.432d95ca-e859-4e61-8bd7-4d2f99638611.txt,"",34648,14826,18105,0,2023-08-30-18-06,2023-08-30-18-12,6
s.9cac8a61-1f15-4668-9a75-ab05d2b88965.txt,"",4775,2931,2141,0,2023-08-29-22-24,2023-08-29-22-28,4
s.71e6c97f-d94a-415f-bc8e-53ffc1245887.txt,"",7600,4910,2337,0,2023-08-29-22-34,2023-08-29-22-38,4
s.f14ce625-a99b-4d98-a296-d80aae8bef83.txt,"",15072,15562,6998,0,2023-08-30-20-21,2023-08-30-20-26,5
s.99c84219-71ba-4c9a-992c-275ae38d5a03.txt,"",6349,3509,6265,0,2023-08-30-21-03,2023-08-30-21-07,4
s.e76d3317-ffba-45dc-a9ac-c3142b0f688d.txt,"",21145,3528,7276,0,2023-08-30-21-22,2023-08-30-21-27,5
s.9e932dc3-b131-4ae5-9fb6-9000a61e6910.txt,"",6748,32373,6229,0,2023-08-29-21-22,2023-08-29-21-26,4
s.d47a500c-5349-4a48-b812-9d4a000265ed.txt,"",17583,2251,3947,0,2023-08-29-19-52,2023-08-29-19-56,4
s.ec1bad5b-c616-4caa-8740-d83034be180b.txt,"",5318,3281,2120,0,2023-08-29-21-51,2023-08-29-21-55,4
s.a3ffca3f-b1c4-4dc4-b213-6ada9222f6a2.txt,"",19229,16392,30778,0,2023-08-30-18-22,2023-08-30-18-27,5
s.8f2a8fae-d5f2-4367-938d-571b7cccb58b.txt,"",11161,3051,3798,0,2023-08-29-18-31,2023-08-29-18-35,4
s.0990f8c8-fd30-4d95-9537-118f5f08a6ed.txt,"",14088,12077,233579,0,2023-08-30-19-31,2023-08-30-19-36,5
s.72dc198e-ea61-4784-b824-61a1c28e85f8.txt,"",30702,1799,2697,0,2023-08-30-22-05,2023-08-30-22-10,5
s.ef01fd4f-6521-497f-88d1-3589c2ccf296.txt,"",35559,12853,12849,0,2023-08-30-17-54,2023-08-30-17-59,5
s.8810c9c2-3610-4ff2-a6f3-711a19c6316b.txt,"",13083,4402,6845,0,2023-08-30-22-21,2023-08-30-22-25,4
s.c8a3d082-9064-42ab-84e7-0222a27e27eb.txt,"",24617,6785,9698,0,2023-08-30-19-05,2023-08-30-19-10,5
s.6351d0d8-852a-4b25-9578-0e63b942a7f1.txt,"",9012,4064,2981,0,2023-08-29-22-04,2023-08-29-22-08,4
s.8cf5d146-4bb0-45a3-93b6-e0c97178a64d.txt,"",6957,3674,1859,0,2023-08-29-20-02,2023-08-29-20-06,4
s.831d986c-1771-4ae1-8682-0ec3ed3b7888.txt,"",13312,2495,3146,0,2023-08-30-21-33,2023-08-30-21-37,4
s.50a14eae-be00-4995-ac53-31cbf21d4b8c.txt,"",4231,3182,1717,0,2023-08-29-22-52,2023-08-29-22-56,4
s.d2ae3962-d837-42ca-b1ba-5e218980972f.txt,"",4316,1847,1625,0,2023-08-30-00-21,2023-08-30-00-24,3
