participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.59f433a4-ebd6-49b1-bc71-4e2ee32d0179.txt,N_back.2023-09-19-2136.data.59f433a4-ebd6-49b1-bc71-4e2ee32d0179.txt,12,13,12,7,5,2023-09-19-21-32,2023-09-19-21-36,4
s.54fefccc-50af-4b58-bd88-447cb5c5d2b9.txt,N_back.2023-09-19-2056.data.54fefccc-50af-4b58-bd88-447cb5c5d2b9.txt,1,1,1,3,5,2023-09-19-20-53,2023-09-19-20-56,3
s.afb6e7cb-83ca-4612-a401-3a7b0db78970.txt,N_back.2023-09-19-1935.data.afb6e7cb-83ca-4612-a401-3a7b0db78970.txt,13,12,13,7,5,2023-09-19-19-30,2023-09-19-19-35,5
s.5d2e1135-0a5e-42d7-bef3-6826cc759854.txt,N_back.2023-09-19-2235.data.5d2e1135-0a5e-42d7-bef3-6826cc759854.txt,12,14,16,5,3,2023-09-19-22-31,2023-09-19-22-35,4
s.9edab9b3-7081-42e3-bf45-12b15baf56c6.txt,N_back.2023-09-19-2305.data.9edab9b3-7081-42e3-bf45-12b15baf56c6.txt,12,12,13,8,2,2023-09-19-23-01,2023-09-19-23-06,5
s.768d6c6c-c5cd-4faa-b268-9879f19c561e.txt,N_back.2023-09-19-2156.data.768d6c6c-c5cd-4faa-b268-9879f19c561e.txt,1,6,10,7,4,2023-09-19-21-52,2023-09-19-21-57,5
s.c1bb3760-c352-40c9-8d18-44867eae1adc.txt,N_back.2023-09-19-1905.data.c1bb3760-c352-40c9-8d18-44867eae1adc.txt,12,13,17,4,8,2023-09-19-19-01,2023-09-19-19-05,4
s.3181316f-3aa1-4955-84eb-826800a1398e.txt,"",1,3,3,1,7,2023-09-19-18-33,2023-09-19-18-54,21
s.d5b6e689-387a-4428-b0b0-2004960fc3c6.txt,N_back.2023-09-19-2206.data.d5b6e689-387a-4428-b0b0-2004960fc3c6.txt,13,12,15,3,5,2023-09-19-22-02,2023-09-19-22-06,4
s.50937d31-8cc0-4b80-9319-7cbd0e170a66.txt,N_back.2023-09-19-1828.data.50937d31-8cc0-4b80-9319-7cbd0e170a66.txt,4,4,5,1,7,2023-09-19-18-24,2023-09-19-18-28,4
s.1901f135-013f-49d2-a29c-9948cdc09894.txt,N_back.2023-09-19-2225.data.1901f135-013f-49d2-a29c-9948cdc09894.txt,1,1,1,3,8,2023-09-19-22-21,2023-09-19-22-25,4
s.660f3f4f-d515-4cf9-a41b-5c246fa86dcc.txt,N_back.2023-09-19-1925.data.660f3f4f-d515-4cf9-a41b-5c246fa86dcc.txt,1,3,3,1,7,2023-09-19-19-21,2023-09-19-19-25,4
s.48744268-2226-41c5-bf75-683f8ebfd522.txt,N_back.2023-09-19-2006.data.48744268-2226-41c5-bf75-683f8ebfd522.txt,12,12,8,4,8,2023-09-19-20-02,2023-09-19-20-06,4
s.cfad6c4f-beaa-4bd7-9601-f32cc526caba.txt,N_back.2023-09-19-1957.data.cfad6c4f-beaa-4bd7-9601-f32cc526caba.txt,1,4,5,7,8,2023-09-19-19-53,2023-09-19-19-57,4
s.de3384d2-ebbd-44c4-80c1-6e564c15abac.txt,N_back.2023-09-19-2025.data.de3384d2-ebbd-44c4-80c1-6e564c15abac.txt,1,1,1,1,9,2023-09-19-20-21,2023-09-19-20-26,5
s.28838a1b-f9f2-4c5c-a726-dc84e4339c11.txt,N_back.2023-09-19-2106.data.28838a1b-f9f2-4c5c-a726-dc84e4339c11.txt,13,13,13,7,5,2023-09-19-21-03,2023-09-19-21-07,4
s.50a8403f-8bcc-441c-823d-4717f193614a.txt,N_back.2023-09-19-2036.data.50a8403f-8bcc-441c-823d-4717f193614a.txt,12,12,13,8,4,2023-09-19-20-32,2023-09-19-20-36,4
s.eef9890d-c450-40a1-83eb-1e69e7e4b3aa.txt,N_back.2023-09-19-2254.data.eef9890d-c450-40a1-83eb-1e69e7e4b3aa.txt,1,1,1,1,11,2023-09-19-22-50,2023-09-19-22-54,4
s.1ad94457-0b65-4302-acc8-0f304147e706.txt,N_back.2023-09-19-2126.data.1ad94457-0b65-4302-acc8-0f304147e706.txt,1,4,4,4,4,2023-09-19-21-22,2023-09-19-21-26,4
