participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.932a5458-2a47-4690-84c9-851c86e88fae.txt,N_back.2023-09-11-2306.data.932a5458-2a47-4690-84c9-851c86e88fae.txt,10,5,16,5,7,2023-09-11-23-02,2023-09-11-23-06,4
s.7a701016-1c43-4f63-b9e7-1e0b8a8f7ae0.txt,N_back.2023-09-11-2124.data.7a701016-1c43-4f63-b9e7-1e0b8a8f7ae0.txt,9,9,9,6,4,2023-09-11-21-21,2023-09-11-21-25,4
s.7a4204eb-b0bd-4943-81d9-e68e8a78a671.txt,N_back.2023-09-11-1826.data.7a4204eb-b0bd-4943-81d9-e68e8a78a671.txt,11,11,11,9,8,2023-09-11-18-22,2023-09-11-18-27,5
s.bb69e9e2-be16-4261-9cdd-1c507efd3790.txt,N_back.2023-09-11-2027.data.bb69e9e2-be16-4261-9cdd-1c507efd3790.txt,10,10,10,9,4,2023-09-11-20-24,2023-09-11-20-28,4
s.c9468a47-f1f9-40cc-8a87-9c3698da6618.txt,N_back.2023-09-11-2039.data.c9468a47-f1f9-40cc-8a87-9c3698da6618.txt,14,11,15,6,5,2023-09-11-20-34,2023-09-11-20-39,5
s.fd6bbf4d-3a8d-4b84-8976-839a1d568b70.txt,N_back.2023-09-11-1758.data.fd6bbf4d-3a8d-4b84-8976-839a1d568b70.txt,14,13,17,10,5,2023-09-11-17-53,2023-09-11-17-59,6
s.586e6db5-4273-47c4-b753-1645cc35f1a4.txt,N_back.2023-09-11-1958.data.586e6db5-4273-47c4-b753-1645cc35f1a4.txt,11,9,11,9,3,2023-09-11-19-54,2023-09-11-19-59,5
s.aa3deed2-11dc-436c-9764-a2aad0fcd529.txt,N_back.2023-09-11-2056.data.aa3deed2-11dc-436c-9764-a2aad0fcd529.txt,10,9,10,5,7,2023-09-11-20-52,2023-09-11-20-56,4
s.d01ac345-861c-46b0-a968-75c877337134.txt,N_back.2023-09-11-1928.data.d01ac345-861c-46b0-a968-75c877337134.txt,13,13,14,9,3,2023-09-11-19-24,2023-09-11-19-29,5
s.ab39c8d8-f1f1-45e8-a4db-9b19ffcd1cca.txt,N_back.2023-09-11-2236.data.ab39c8d8-f1f1-45e8-a4db-9b19ffcd1cca.txt,8,9,13,6,5,2023-09-11-22-32,2023-09-11-22-37,5
s.c6e1b2a0-257b-4415-b6bb-6d0203bef017.txt,N_back.2023-09-11-1733.data.c6e1b2a0-257b-4415-b6bb-6d0203bef017.txt,13,12,12,8,9,2023-09-11-17-25,2023-09-11-17-34,9
s.35bf6e9b-1def-4e85-9006-261e9562da75.txt,N_back.2023-09-11-2136.data.35bf6e9b-1def-4e85-9006-261e9562da75.txt,9,10,19,8,8,2023-09-11-21-32,2023-09-11-21-36,4
s.c95392d7-eaf3-4f29-ae17-84d77c1a1f05.txt,N_back.2023-09-11-2154.data.c95392d7-eaf3-4f29-ae17-84d77c1a1f05.txt,10,9,9,4,5,2023-09-11-21-50,2023-09-11-21-55,5
s.2cbfa499-485b-41be-9dd1-e8ff1aefffb1.txt,N_back.2023-09-12-0000.data.2cbfa499-485b-41be-9dd1-e8ff1aefffb1.txt,7,8,14,1,4,2023-09-11-23-56,2023-09-12-00-00,4
s.d021d959-a7aa-4f6b-b805-738206d54092.txt,N_back.2023-09-11-2107.data.d021d959-a7aa-4f6b-b805-738206d54092.txt,11,12,15,8,7,2023-09-11-21-02,2023-09-11-21-08,6
s.169c84a4-177b-439f-937a-c0512496892e.txt,N_back.2023-09-11-2338.data.169c84a4-177b-439f-937a-c0512496892e.txt,9,8,11,3,5,2023-09-11-23-34,2023-09-11-23-39,5
s.22527238-50da-4884-a6eb-3dc64bc729ff.txt,N_back.2023-09-11-2206.data.22527238-50da-4884-a6eb-3dc64bc729ff.txt,9,10,17,8,6,2023-09-11-22-02,2023-09-11-22-06,4
s.3886dba9-044b-4a96-9e1b-bb13aceff7d3.txt,N_back.2023-09-11-1855.data.3886dba9-044b-4a96-9e1b-bb13aceff7d3.txt,10,11,11,8,5,2023-09-11-18-52,2023-09-11-18-56,4
s.e00bdaf0-05ec-4991-b3ef-c557ef024aaf.txt,N_back.2023-09-11-1941.data.e00bdaf0-05ec-4991-b3ef-c557ef024aaf.txt,16,8,19,6,5,2023-09-11-19-37,2023-09-11-19-42,5
s.4ed73c75-1b94-46d9-a9f7-a1c39e4f35ba.txt,N_back.2023-09-11-2011.data.4ed73c75-1b94-46d9-a9f7-a1c39e4f35ba.txt,17,10,19,6,4,2023-09-11-20-07,2023-09-11-20-12,5
