participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.d0368388-cbad-45c9-bf3e-f3e2a4302f78.txt,N_back.2023-09-12-2308.data.d0368388-cbad-45c9-bf3e-f3e2a4302f78.txt,12,13,13,9,3,2023-09-12-23-04,2023-09-12-23-08,4
s.7fe85e72-0ec4-44ba-a443-a0b460dcbb10.txt,N_back.2023-09-12-2056.data.7fe85e72-0ec4-44ba-a443-a0b460dcbb10.txt,10,11,20,2,1,2023-09-12-20-52,2023-09-12-20-56,4
s.65cd427d-f6e9-47cc-86ed-d098e4038a44.txt,N_back.2023-09-12-2206.data.65cd427d-f6e9-47cc-86ed-d098e4038a44.txt,14,14,14,7,5,2023-09-12-22-02,2023-09-12-22-06,4
s.94692252-fb0d-4c0f-a119-dc2a3b0899d9.txt,N_back.2023-09-12-2140.data.94692252-fb0d-4c0f-a119-dc2a3b0899d9.txt,12,13,14,8,4,2023-09-12-21-37,2023-09-12-21-41,4
s.f6bfe01f-7349-4d7e-8565-b21264e43279.txt,N_back.2023-09-12-1837.data.f6bfe01f-7349-4d7e-8565-b21264e43279.txt,11,10,11,3,10,2023-09-12-18-34,2023-09-12-18-38,4
s.0934ae46-4556-4c2f-801a-bfc4cb7436fc.txt,N_back.2023-09-12-1829.data.0934ae46-4556-4c2f-801a-bfc4cb7436fc.txt,1,1,1,1,4,2023-09-12-18-25,2023-09-12-18-29,4
s.440171cb-5d62-46b1-af60-f490d0caa3af.txt,N_back.2023-09-12-2006.data.440171cb-5d62-46b1-af60-f490d0caa3af.txt,12,11,13,7,7,2023-09-12-20-02,2023-09-12-20-06,4
s.ffa8184b-778c-4333-82e7-83402188227b.txt,N_back.2023-09-12-2235.data.ffa8184b-778c-4333-82e7-83402188227b.txt,14,12,12,9,3,2023-09-12-22-31,2023-09-12-22-35,4
s.9085359c-43b0-411b-abd9-ac3a139c0be1.txt,N_back.2023-09-12-1936.data.9085359c-43b0-411b-abd9-ac3a139c0be1.txt,12,12,12,6,8,2023-09-12-19-32,2023-09-12-19-36,4
s.e8432134-8438-4072-a32d-51e155cce2b3.txt,N_back.2023-09-12-2035.data.e8432134-8438-4072-a32d-51e155cce2b3.txt,13,13,11,6,6,2023-09-12-20-31,2023-09-12-20-35,4
s.065eb4b0-3904-4a3d-ac2d-1ab1c8cb6623.txt,N_back.2023-09-12-1856.data.065eb4b0-3904-4a3d-ac2d-1ab1c8cb6623.txt,1,1,1,1,4,2023-09-12-18-52,2023-09-12-18-56,4
s.8d440537-1010-4281-a0af-24eaa991e844.txt,N_back.2023-09-12-2027.data.8d440537-1010-4281-a0af-24eaa991e844.txt,1,1,14,1,1,2023-09-12-20-23,2023-09-12-20-27,4
s.ff4713de-df02-424e-b5bb-5293ba765604.txt,N_back.2023-09-12-1956.data.ff4713de-df02-424e-b5bb-5293ba765604.txt,1,1,15,1,1,2023-09-12-19-52,2023-09-12-19-56,4
s.4835ced6-181b-4ad7-adce-a9ecb2132cd7.txt,N_back.2023-09-12-1906.data.4835ced6-181b-4ad7-adce-a9ecb2132cd7.txt,12,13,13,8,5,2023-09-12-19-02,2023-09-12-19-06,4
s.6d8f743c-6a0d-4753-bcef-0a69a30f5ae8.txt,N_back.2023-09-12-1924.data.6d8f743c-6a0d-4753-bcef-0a69a30f5ae8.txt,1,1,11,1,3,2023-09-12-19-21,2023-09-12-19-25,4
s.cd599bcb-a526-4692-90d3-dd6340a52645.txt,N_back.2023-09-12-2258.data.cd599bcb-a526-4692-90d3-dd6340a52645.txt,1,1,12,6,1,2023-09-12-22-54,2023-09-12-22-59,5
s.8c4ae2d9-04d3-4148-a9b3-bb4e09b8bdd2.txt,N_back.2023-09-12-2225.data.8c4ae2d9-04d3-4148-a9b3-bb4e09b8bdd2.txt,1,1,5,4,1,2023-09-12-22-21,2023-09-12-22-25,4
s.d1019dfe-6e3f-4c5c-80d9-1af1fcfeeb56.txt,N_back.2023-09-12-2156.data.d1019dfe-6e3f-4c5c-80d9-1af1fcfeeb56.txt,20,9,20,8,1,2023-09-12-21-52,2023-09-12-21-56,4
s.d9db63e2-f201-4d77-9281-a0a5c6c2fc65.txt,N_back.2023-09-12-2106.data.d9db63e2-f201-4d77-9281-a0a5c6c2fc65.txt,12,12,9,5,7,2023-09-12-21-02,2023-09-12-21-06,4
s.6345ec2c-3724-40cc-9e54-8aabb3ae0666.txt,N_back.2023-09-12-2133.data.6345ec2c-3724-40cc-9e54-8aabb3ae0666.txt,20,1,20,11,1,2023-09-12-21-26,2023-09-12-21-34,8
