participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.932a5458-2a47-4690-84c9-851c86e88fae.txt,"",10854,7196,6951,0,2023-09-11-23-02,2023-09-11-23-06,4
s.7a701016-1c43-4f63-b9e7-1e0b8a8f7ae0.txt,"",9668,7759,6783,0,2023-09-11-21-21,2023-09-11-21-25,4
s.7a4204eb-b0bd-4943-81d9-e68e8a78a671.txt,"",12859,6269,10401,0,2023-09-11-18-22,2023-09-11-18-27,5
s.bb69e9e2-be16-4261-9cdd-1c507efd3790.txt,"",15023,4845,4183,0,2023-09-11-20-24,2023-09-11-20-28,4
s.c9468a47-f1f9-40cc-8a87-9c3698da6618.txt,"",9677,4863,5008,0,2023-09-11-20-34,2023-09-11-20-39,5
s.fd6bbf4d-3a8d-4b84-8976-839a1d568b70.txt,"",15957,6457,9112,0,2023-09-11-17-53,2023-09-11-17-59,6
s.586e6db5-4273-47c4-b753-1645cc35f1a4.txt,"",21377,6240,11507,0,2023-09-11-19-54,2023-09-11-19-59,5
s.aa3deed2-11dc-436c-9764-a2aad0fcd529.txt,"",15976,6992,6825,0,2023-09-11-20-52,2023-09-11-20-56,4
s.d01ac345-861c-46b0-a968-75c877337134.txt,"",17604,5932,12380,0,2023-09-11-19-24,2023-09-11-19-29,5
s.ab39c8d8-f1f1-45e8-a4db-9b19ffcd1cca.txt,"",12561,6844,3634,0,2023-09-11-22-32,2023-09-11-22-37,5
s.c6e1b2a0-257b-4415-b6bb-6d0203bef017.txt,"",27842,16308,10330,0,2023-09-11-17-25,2023-09-11-17-34,9
s.35bf6e9b-1def-4e85-9006-261e9562da75.txt,"",16049,9531,3771,0,2023-09-11-21-32,2023-09-11-21-36,4
s.c95392d7-eaf3-4f29-ae17-84d77c1a1f05.txt,"",9599,3437,7604,0,2023-09-11-21-50,2023-09-11-21-55,5
s.2cbfa499-485b-41be-9dd1-e8ff1aefffb1.txt,"",10747,6527,4751,0,2023-09-11-23-56,2023-09-12-00-00,4
s.d021d959-a7aa-4f6b-b805-738206d54092.txt,"",61118,33073,8010,0,2023-09-11-21-02,2023-09-11-21-08,6
s.169c84a4-177b-439f-937a-c0512496892e.txt,"",14350,7035,3487,0,2023-09-11-23-34,2023-09-11-23-39,5
s.22527238-50da-4884-a6eb-3dc64bc729ff.txt,"",8216,6616,10140,0,2023-09-11-22-02,2023-09-11-22-06,4
s.3886dba9-044b-4a96-9e1b-bb13aceff7d3.txt,"",13472,4549,7972,0,2023-09-11-18-52,2023-09-11-18-56,4
s.e00bdaf0-05ec-4991-b3ef-c557ef024aaf.txt,"",19667,11738,31012,0,2023-09-11-19-37,2023-09-11-19-42,5
s.4ed73c75-1b94-46d9-a9f7-a1c39e4f35ba.txt,"",26443,10551,8908,0,2023-09-11-20-07,2023-09-11-20-12,5
