participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.1831db5a-1ba6-4e92-9771-f17cdcd30f18.txt,"",4353,1787,1653,0,2023-09-06-00-19,2023-09-06-00-23,4
s.3f95d89d-4cf6-4c63-822d-06eaab071ea3.txt,"",18299,7284,4029,0,2023-09-05-22-22,2023-09-05-22-26,4
s.3fd62939-e5c4-4d28-b159-b858b589a4f4.txt,"",7483,2561,5489,0,2023-09-05-19-31,2023-09-05-19-35,4
s.cfc66a15-09b7-4341-bed5-6c18e4f262ba.txt,"",9096,4015,3176,0,2023-09-05-19-00,2023-09-05-19-05,5
s.e6027507-1362-4cdb-8abd-3ffdfa800ff5.txt,"",6077,4900,1286,0,2023-09-05-22-32,2023-09-05-22-36,4
s.25d083ef-8027-4496-9795-225b9b9a1c38.txt,"",5341,1548,2824,0,2023-09-05-23-22,2023-09-05-23-26,4
s.2530e1f3-aa14-462a-bc4d-f97bd8b43aad.txt,"",3883,2017,3362,0,2023-09-05-20-52,2023-09-05-20-56,4
s.078ce134-8132-458c-ab5a-72e245510283.txt,"",12194,738043,2672,0,2023-09-05-22-04,2023-09-05-22-20,16
s.563a22e4-3a06-43bc-b9d2-0510503b4f77.txt,"",6479,2277,2111,0,2023-09-05-23-50,2023-09-05-23-54,4
s.a5fcbcc6-6d87-4dda-af15-0011961450be.txt,"",9082,6091,4062,0,2023-09-05-21-33,2023-09-05-21-38,5
s.53f1570e-ad26-4aa5-a0b6-2a4aaf22a299.txt,"",4902,2577,3406,0,2023-09-05-21-53,2023-09-05-21-57,4
s.dad4ee89-8c5a-4297-a169-2700becbc702.txt,"",7847,2530,3334,0,2023-09-05-19-52,2023-09-05-19-56,4
s.e3814c0c-2bf1-45a8-bc4d-4bf2caaec6f8.txt,"",6243,2362,3418,0,2023-09-05-20-35,2023-09-05-20-39,4
s.acd33d49-ebbb-49fa-886f-d7911bae1f2d.txt,"",8261,6212,3733,0,2023-09-05-18-32,2023-09-05-18-36,4
s.8e51fd51-ee1b-4fed-b0e8-b4d73faec06d.txt,"",6685,3154,2749,0,2023-09-05-23-01,2023-09-05-23-05,4
s.90c10dfc-b0bd-4035-95a1-031d3fe88dcf.txt,"",8533,2192,5089,0,2023-09-05-20-02,2023-09-05-20-06,4
s.971bda84-2aa2-4167-932c-d825c0c60fdb.txt,"",3509,2452,2537,0,2023-09-05-21-22,2023-09-05-21-26,4
s.cd67bad2-b68b-48c2-b16e-db6bdfcf003c.txt,"",4229,2476,3627,0,2023-09-05-22-51,2023-09-05-22-55,4
s.2e70b047-2794-4232-8c55-ae1c47ec8b4f.txt,"",7459,2452,2038,0,2023-09-05-21-04,2023-09-05-21-08,4
s.c907c981-373b-49bf-9b14-6b70f6f17a3a.txt,"",5051,94392,4531,0,2023-09-05-20-22,2023-09-05-20-27,5
