participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.18d0e148-c4da-44a3-a13c-a649568fb97f.txt,N_back.2023-08-16-2010.data.18d0e148-c4da-44a3-a13c-a649568fb97f.txt,14,10,3,3,4,2023-08-16-20-06,2023-08-16-20-11,5
s.c0d171ad-ea2d-49bf-86c4-1c101bc0eb28.txt,N_back.2023-08-16-2028.data.c0d171ad-ea2d-49bf-86c4-1c101bc0eb28.txt,18,15,10,8,10,2023-08-16-20-24,2023-08-16-20-29,5
s.83502cfa-aa0c-489c-9a75-ddf75e75fa1f.txt,N_back.2023-08-15-2035.data.83502cfa-aa0c-489c-9a75-ddf75e75fa1f.txt,7,6,9,4,4,2023-08-15-20-31,2023-08-15-20-35,4
s.47dc2b38-7b98-45f8-baba-4b86c1c19720.txt,N_back.2023-08-15-1925.data.47dc2b38-7b98-45f8-baba-4b86c1c19720.txt,11,12,12,1,4,2023-08-15-19-21,2023-08-15-19-25,4
s.a4452104-8a38-475a-9631-d325ea4b3072.txt,N_back.2023-08-15-1905.data.a4452104-8a38-475a-9631-d325ea4b3072.txt,7,7,11,4,4,2023-08-15-19-02,2023-08-15-19-05,3
s.e8afc7c6-880c-44b5-b74d-998b622b6013.txt,N_back.2023-08-15-2025.data.e8afc7c6-880c-44b5-b74d-998b622b6013.txt,13,10,13,1,3,2023-08-15-20-21,2023-08-15-20-25,4
s.9f8c310a-c542-4335-97ef-82d121615706.txt,N_back.2023-08-16-2201.data.9f8c310a-c542-4335-97ef-82d121615706.txt,14,10,9,5,5,2023-08-16-21-57,2023-08-16-22-02,5
s.563eb126-113d-41e6-a391-a13f62d0f736.txt,N_back.2023-08-16-2003.data.563eb126-113d-41e6-a391-a13f62d0f736.txt,20,20,10,8,9,2023-08-16-19-56,2023-08-16-20-04,8
s.c2cf7460-6a33-40da-8af1-614bfa70171b.txt,N_back.2023-08-16-2056.data.c2cf7460-6a33-40da-8af1-614bfa70171b.txt,16,13,7,8,8,2023-08-16-20-53,2023-08-16-20-57,4
s.e23c9ce7-2b50-4a03-93d9-dca40ad3ef9a.txt,N_back.2023-08-15-1955.data.e23c9ce7-2b50-4a03-93d9-dca40ad3ef9a.txt,11,10,11,1,3,2023-08-15-19-51,2023-08-15-19-55,4
