participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.4589fc30-21c2-4159-8128-e543ea805ad5.txt,N_back.2023-09-07-2005.data.4589fc30-21c2-4159-8128-e543ea805ad5.txt,9,8,3,1,3,2023-09-07-20-01,2023-09-07-20-05,4
s.c97d4231-7604-4bb1-9b91-3a05df756adf.txt,N_back.2023-09-07-2235.data.c97d4231-7604-4bb1-9b91-3a05df756adf.txt,10,9,6,1,4,2023-09-07-22-32,2023-09-07-22-36,4
s.e342da55-14f0-4647-aac2-0ba8e716c0f4.txt,N_back.2023-09-07-2056.data.e342da55-14f0-4647-aac2-0ba8e716c0f4.txt,1,2,2,1,7,2023-09-07-20-51,2023-09-07-20-58,7
s.685f96fa-788d-4c7b-ba53-048387a89461.txt,N_back.2023-09-07-2036.data.685f96fa-788d-4c7b-ba53-048387a89461.txt,9,8,3,1,3,2023-09-07-20-32,2023-09-07-20-36,4
s.58e1a924-1d44-4008-bbf4-593aac90bf0b.txt,N_back.2023-09-07-2337.data.58e1a924-1d44-4008-bbf4-593aac90bf0b.txt,10,6,2,3,3,2023-09-07-23-33,2023-09-07-23-37,4
s.84881889-0290-490b-a3ac-f39752df3d53.txt,N_back.2023-09-07-2326.data.84881889-0290-490b-a3ac-f39752df3d53.txt,5,2,11,6,1,2023-09-07-23-23,2023-09-07-23-26,3
s.d8fd37cb-6464-4a10-8d0c-a13e1aa79a24.txt,N_back.2023-09-07-2205.data.d8fd37cb-6464-4a10-8d0c-a13e1aa79a24.txt,9,7,4,1,3,2023-09-07-22-02,2023-09-07-22-06,4
s.ac825053-d9fb-4814-aee5-e43eec55c5ae.txt,N_back.2023-09-07-2104.data.ac825053-d9fb-4814-aee5-e43eec55c5ae.txt,10,6,5,1,3,2023-09-07-21-01,2023-09-07-21-05,4
s.9228dab3-f42d-4930-a297-dfbcbbcef563.txt,N_back.2023-09-07-2126.data.9228dab3-f42d-4930-a297-dfbcbbcef563.txt,5,2,7,3,4,2023-09-07-21-22,2023-09-07-21-27,5
s.4d4213b3-bc90-4ac0-ad3b-01fec7ebe983.txt,N_back.2023-09-07-2306.data.4d4213b3-bc90-4ac0-ad3b-01fec7ebe983.txt,9,7,3,3,4,2023-09-07-23-02,2023-09-07-23-06,4
s.e103cfe2-05b2-4399-9312-298fb99993a7.txt,N_back.2023-09-08-0007.data.e103cfe2-05b2-4399-9312-298fb99993a7.txt,10,5,2,3,4,2023-09-08-00-04,2023-09-08-00-07,3
s.0e8d6a4e-cd76-487b-b387-f5f36b7b711f.txt,N_back.2023-09-07-1955.data.0e8d6a4e-cd76-487b-b387-f5f36b7b711f.txt,11,2,4,5,2,2023-09-07-19-51,2023-09-07-19-55,4
s.d1cb72f4-7cf0-44af-9e2e-f5c76bca11b5.txt,N_back.2023-09-08-0034.data.d1cb72f4-7cf0-44af-9e2e-f5c76bca11b5.txt,8,9,2,3,5,2023-09-08-00-31,2023-09-08-00-34,3
s.f8c86276-9f88-4299-bad6-0cc5e7da0c19.txt,N_back.2023-09-07-2026.data.f8c86276-9f88-4299-bad6-0cc5e7da0c19.txt,3,1,2,1,6,2023-09-07-20-21,2023-09-07-20-26,5
s.12a946b5-91c1-4690-ad26-23c62d008baf.txt,N_back.2023-09-07-2226.data.12a946b5-91c1-4690-ad26-23c62d008baf.txt,2,2,4,6,3,2023-09-07-22-22,2023-09-07-22-26,4
s.c0b61a72-99f6-40a0-8cfb-dc4acd0e7d1d.txt,N_back.2023-09-07-2255.data.c0b61a72-99f6-40a0-8cfb-dc4acd0e7d1d.txt,3,3,4,6,1,2023-09-07-22-51,2023-09-07-22-56,5
s.4c20fd38-6049-46e0-b1e9-98dd2b2e7952.txt,N_back.2023-09-07-2135.data.4c20fd38-6049-46e0-b1e9-98dd2b2e7952.txt,7,7,3,1,4,2023-09-07-21-31,2023-09-07-21-36,5
s.8ac56919-8c68-4f30-86df-ffa5a36b43d4.txt,N_back.2023-09-07-2155.data.8ac56919-8c68-4f30-86df-ffa5a36b43d4.txt,6,2,10,3,2,2023-09-07-21-52,2023-09-07-21-56,4
s.63a97749-852b-491c-aecf-6993c4540115.txt,N_back.2023-09-07-2356.data.63a97749-852b-491c-aecf-6993c4540115.txt,2,2,10,6,1,2023-09-07-23-53,2023-09-07-23-57,4
s.e05de19e-d34e-4bb2-845d-e30894ff72be.txt,N_back.2023-09-08-0024.data.e05de19e-d34e-4bb2-845d-e30894ff72be.txt,2,2,2,6,5,2023-09-08-00-21,2023-09-08-00-25,4
