participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.96435d67-1dac-4c0e-8f4f-dea0a24a098a.txt,"",14299,5282,18479,0,2023-08-10-18-40,2023-08-10-18-45,5
s.8705adde-cb03-4046-8cbe-b27ddad85c4a.txt,"",4817,2565,3856,0,2023-08-10-21-52,2023-08-10-21-56,4
s.65cf8ae7-0f03-4ecb-8e92-2226ca4ed8a0.txt,"",9787,3804,1356,0,2023-08-10-22-35,2023-08-10-22-39,4
s.f28da87e-3448-41a0-8a9c-dcfa7b468504.txt,"",4732,1646,6072,0,2023-08-10-21-02,2023-08-10-21-06,4
s.99026bbe-dcb5-4bef-ba21-7fe774c24107.txt,"",12256,13454,5140,0,2023-08-10-18-52,2023-08-10-18-56,4
s.8dd4e8a8-297b-47e8-a993-15fe5cce569c.txt,"",13438,4774,5009,0,2023-08-10-19-34,2023-08-10-19-39,5
s.8fb1c7e1-414e-4627-9de2-f0e74284ef0a.txt,"",7660,2239,1377,0,2023-08-10-21-13,2023-08-10-21-23,10
s.ed3965bc-0700-4d32-aa02-3a1201ef6a3b.txt,"",6323,1973,4652,0,2023-08-10-21-25,2023-08-10-21-29,4
s.9cd2fa9f-8ffd-42d6-8340-ac4cf7b18451.txt,"",5840,2128,1642,0,2023-08-10-22-51,2023-08-10-22-55,4
s.806ed308-9fdb-41e2-9dd8-a908fd614d91.txt,"",10823,5754,15475,0,2023-08-10-20-08,2023-08-10-20-16,8
s.ccc94d16-0368-4d86-af9d-9370e9bee339.txt,"",7859,5512,1530,0,2023-08-10-22-05,2023-08-10-22-10,5
s.828bba11-aae5-4b80-b7b6-9cf95981ebc6.txt,"",8250,2265,4461,0,2023-08-10-19-53,2023-08-10-19-57,4
s.e3af2a3b-725f-4b3b-b408-541bd89265c1.txt,"",4888,6108,5142,0,2023-08-10-19-22,2023-08-10-19-26,4
s.8704ee2d-89d8-4c1d-bdb5-f0713befbbd0.txt,"",12047,5364,4267,0,2023-08-10-21-39,2023-08-10-21-43,4
s.32b20024-d82d-4ea7-8dfc-5c0d9e008267.txt,"",9391,3163,5781,0,2023-08-10-20-50,2023-08-10-20-54,4
s.aba00dbb-c13b-44e1-8081-14842071ff08.txt,"",6401,1970,3637,0,2023-08-10-20-36,2023-08-10-20-40,4
s.a04f0b80-d194-4af1-a57f-366c49a005eb.txt,"",10489,2750,4609,0,2023-08-10-18-32,2023-08-10-18-39,7
s.aaadc5ed-f17f-4593-ab90-042f260edf30.txt,"",10329,2776,3965,0,2023-08-10-19-05,2023-08-10-19-09,4
s.f405edb8-8235-44f4-91ef-4f6238d9822d.txt,"",7375,1312,1316,0,2023-08-10-23-02,2023-08-10-23-07,5
s.51bcf6a5-6092-4597-9652-c27a9725b7f1.txt,"",7335,4278,2555,0,2023-08-10-22-22,2023-08-10-22-26,4
