participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.ea089b37-1035-41f3-8739-af2e9673229e.txt,"",6360,3319,3501,0,2023-09-20-19-52,2023-09-20-19-56,4
s.c0f5aaa4-b12a-4ffc-9fe7-42eaddeff4b2.txt,"",22697,12896,5194,0,2023-09-20-18-33,2023-09-20-18-37,4
s.3db17b86-edc9-42f7-94b6-c3a2902f4dfe.txt,"",5942,1550,1635,0,2023-09-20-20-52,2023-09-20-20-56,4
s.10896265-2a52-4965-9c11-495185450d9d.txt,"",10219,2730,5038,0,2023-09-20-23-24,2023-09-20-23-28,4
s.7219b7fb-c269-426b-9c3b-767cfbcf8444.txt,"",7915,5456,2322,0,2023-09-20-22-53,2023-09-20-22-57,4
s.80d22840-5246-4d6d-8941-7937e1dc888c.txt,"",27758,7450,4666,0,2023-09-20-19-02,2023-09-20-19-06,4
s.dbbac901-1560-4c96-ae55-d188e4698672.txt,"",18930,10386,17255,0,2023-09-20-19-32,2023-09-20-19-37,5
s.1dfe24b5-48f6-4102-9daa-4e460cc4b106.txt,"",11261,2770,1238,0,2023-09-20-19-21,2023-09-20-19-25,4
s.140e5485-9503-431f-b1fa-6231eb986637.txt,"",6392,1443,1806,0,2023-09-20-21-23,2023-09-20-21-27,4
s.c210637d-6024-4241-802a-20699a630330.txt,"",4725,4044,1832,0,2023-09-20-21-53,2023-09-20-21-57,4
s.80b6d527-5c70-4d0e-b525-c0644306209d.txt,"",7530,2488,5360,0,2023-09-20-22-22,2023-09-20-22-26,4
s.45db7110-bef2-4835-a1db-e734fdbe3594.txt,"",23455,8405,2298,0,2023-09-20-22-04,2023-09-20-22-08,4
s.957da7ff-48a7-4aff-b22e-5b65b28d703b.txt,"",19990,3715,4703,0,2023-09-20-21-34,2023-09-20-21-39,5
s.de96b1b5-0599-44c2-8b1f-4e1eeac6e7e0.txt,"",8197,1325,3056,0,2023-09-20-20-22,2023-09-20-20-26,4
s.6e399f34-e1eb-4094-8834-3cc9d86ac532.txt,"",16397,2720,4095,0,2023-09-20-22-34,2023-09-20-22-38,4
s.1c6c3b9b-6f4f-45ac-9fff-8fbd897116be.txt,"",14532,1891,2502,0,2023-09-20-23-03,2023-09-20-23-07,4
s.8efa90aa-0880-4180-95d6-2d3b1ddafdf1.txt,"",7567,3436,3324,0,2023-09-20-23-50,2023-09-20-23-54,4
s.acb7ef99-288b-4ed4-9245-b33a913b4cd3.txt,"",23269,9784,11779,0,2023-09-20-20-03,2023-09-20-20-08,5
s.aa426d06-9030-4c0c-ae32-49e3b6934b09.txt,"",14276,8137,6035,0,2023-09-20-21-04,2023-09-20-21-08,4
s.96c32ff4-9945-4933-8b82-53e1042006d3.txt,"",14351,8924,9121,0,2023-09-20-20-34,2023-09-20-20-38,4
