participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.2862a886-38ab-4cc4-8d0f-6a9c8220aee5.txt,N_back.2023-09-27-2306.data.2862a886-38ab-4cc4-8d0f-6a9c8220aee5.txt,3,4,8,2,1,2023-09-27-23-03,2023-09-27-23-07,4
s.8bd0bd3d-d96d-4e56-9c7d-cc5fe1f476f9.txt,N_back.2023-09-27-2235.data.8bd0bd3d-d96d-4e56-9c7d-cc5fe1f476f9.txt,4,3,3,3,2,2023-09-27-22-32,2023-09-27-22-36,4
s.97881d97-1f4b-4427-96ec-3b38a15a904f.txt,N_back.2023-09-27-2024.data.97881d97-1f4b-4427-96ec-3b38a15a904f.txt,5,10,7,6,6,2023-09-27-20-21,2023-09-27-20-25,4
s.ce18381c-13db-43a0-a8f0-076dde0e7825.txt,N_back.2023-09-27-1937.data.ce18381c-13db-43a0-a8f0-076dde0e7825.txt,7,9,4,4,6,2023-09-27-19-33,2023-09-27-19-37,4
s.38a31bc7-32d7-457e-b3a4-aeae4a116cea.txt,N_back.2023-09-27-2219.data.38a31bc7-32d7-457e-b3a4-aeae4a116cea.txt,3,7,5,4,7,2023-09-27-22-15,2023-09-27-22-19,4
s.7db60831-64d0-4ff1-b5fb-3ae105260b02.txt,N_back.2023-09-27-2007.data.7db60831-64d0-4ff1-b5fb-3ae105260b02.txt,7,7,10,6,6,2023-09-27-20-03,2023-09-27-20-08,5
s.be252102-d3a5-4e5d-972c-11dee1bea474.txt,N_back.2023-09-27-2205.data.be252102-d3a5-4e5d-972c-11dee1bea474.txt,5,6,10,3,3,2023-09-27-22-01,2023-09-27-22-05,4
s.bb737003-d800-4ecb-af4a-53adcf8a4fbe.txt,N_back.2023-09-27-2325.data.bb737003-d800-4ecb-af4a-53adcf8a4fbe.txt,12,7,12,6,6,2023-09-27-23-22,2023-09-27-23-26,4
s.0fbe1dd0-14bf-47bc-8ce2-1226a1b9001c.txt,N_back.2023-09-27-1956.data.0fbe1dd0-14bf-47bc-8ce2-1226a1b9001c.txt,3,7,17,6,5,2023-09-27-19-53,2023-09-27-19-57,4
s.aedacc8f-a7ec-4b9e-b50f-440fbd28ac7b.txt,N_back.2023-09-27-1926.data.aedacc8f-a7ec-4b9e-b50f-440fbd28ac7b.txt,14,6,16,6,4,2023-09-27-19-22,2023-09-27-19-26,4
s.bda6e950-9741-4d95-897a-b66eb2b87bcd.txt,N_back.2023-09-27-2055.data.bda6e950-9741-4d95-897a-b66eb2b87bcd.txt,3,10,7,5,7,2023-09-27-20-51,2023-09-27-20-55,4
s.985b863e-b74e-4a85-9dfd-1835f2da0cb4.txt,N_back.2023-09-27-2106.data.985b863e-b74e-4a85-9dfd-1835f2da0cb4.txt,4,6,10,5,4,2023-09-27-21-02,2023-09-27-21-06,4
s.42f81a64-5320-4b7d-8682-e6f5a3b2c404.txt,N_back.2023-09-27-1835.data.42f81a64-5320-4b7d-8682-e6f5a3b2c404.txt,7,7,3,1,11,2023-09-27-18-31,2023-09-27-18-36,5
s.18595d02-f821-4aac-b098-89c1b271d8ed.txt,N_back.2023-09-27-2154.data.18595d02-f821-4aac-b098-89c1b271d8ed.txt,9,7,11,5,6,2023-09-27-21-50,2023-09-27-21-54,4
s.b9419d9b-1487-4f9f-8ac3-a488ac4caffd.txt,N_back.2023-09-27-2036.data.b9419d9b-1487-4f9f-8ac3-a488ac4caffd.txt,6,6,10,7,5,2023-09-27-20-32,2023-09-27-20-36,4
s.bc61df8a-5046-495b-9fed-8d9b08b88d28.txt,N_back.2023-09-27-2353.data.bc61df8a-5046-495b-9fed-8d9b08b88d28.txt,12,8,20,6,4,2023-09-27-23-49,2023-09-27-23-53,4
s.cb7545ce-5f5e-4e93-add3-4875c44d1c18.txt,N_back.2023-09-27-2255.data.cb7545ce-5f5e-4e93-add3-4875c44d1c18.txt,12,5,13,5,5,2023-09-27-22-52,2023-09-27-22-55,3
s.06be442c-f082-4a38-b1cb-c730e76e1e35.txt,N_back.2023-09-27-2136.data.06be442c-f082-4a38-b1cb-c730e76e1e35.txt,4,5,9,4,3,2023-09-27-21-32,2023-09-27-21-36,4
s.c520b038-0f56-41a5-8fc0-b0d5440d10ab.txt,N_back.2023-09-27-1905.data.c520b038-0f56-41a5-8fc0-b0d5440d10ab.txt,7,5,4,2,10,2023-09-27-19-01,2023-09-27-19-05,4
s.61853bcc-5bad-455f-a454-76ec3c4068df.txt,N_back.2023-09-27-2125.data.61853bcc-5bad-455f-a454-76ec3c4068df.txt,3,11,12,4,6,2023-09-27-21-21,2023-09-27-21-25,4
