participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.2aab61fc-468f-49ea-bc35-644869fc708e.txt,N_back.2023-08-17-2129.data.2aab61fc-468f-49ea-bc35-644869fc708e.txt,3,3,19,1,2,2023-08-17-21-25,2023-08-17-21-29,4
s.56c5bd52-7b87-43f5-ab65-f6211abc881f.txt,N_back.2023-08-17-1914.data.56c5bd52-7b87-43f5-ab65-f6211abc881f.txt,13,4,14,6,6,2023-08-17-19-09,2023-08-17-19-14,5
s.214e620a-33db-4ce5-9859-446265c465d7.txt,N_back.2023-08-17-2256.data.214e620a-33db-4ce5-9859-446265c465d7.txt,3,3,18,1,1,2023-08-17-22-52,2023-08-17-22-56,4
s.ecfdb8b8-253c-4cd9-95db-de8ab1c82c6b.txt,N_back.2023-08-17-2029.data.ecfdb8b8-253c-4cd9-95db-de8ab1c82c6b.txt,3,3,17,1,3,2023-08-17-20-25,2023-08-17-20-29,4
s.3bdf5d46-2ef9-4fe5-a46d-948c2109037b.txt,N_back.2023-08-17-2056.data.3bdf5d46-2ef9-4fe5-a46d-948c2109037b.txt,3,3,19,1,3,2023-08-17-20-52,2023-08-17-20-56,4
s.2c2f9ae7-85a6-405a-9f8c-2e7602bab10b.txt,N_back.2023-08-17-2039.data.2c2f9ae7-85a6-405a-9f8c-2e7602bab10b.txt,14,4,5,6,6,2023-08-17-20-35,2023-08-17-20-39,4
s.d8eb1fcd-8905-46dc-a7f4-9e7259111239.txt,N_back.2023-08-17-1940.data.d8eb1fcd-8905-46dc-a7f4-9e7259111239.txt,14,4,16,6,6,2023-08-17-19-37,2023-08-17-19-41,4
s.29e19cfc-f927-440c-8c98-49fb065e92d1.txt,N_back.2023-08-17-2110.data.29e19cfc-f927-440c-8c98-49fb065e92d1.txt,17,5,12,5,4,2023-08-17-21-06,2023-08-17-21-10,4
s.ba4322d2-f56c-4336-b662-28207404b9a9.txt,N_back.2023-08-17-1839.data.ba4322d2-f56c-4336-b662-28207404b9a9.txt,17,3,15,5,3,2023-08-17-18-35,2023-08-17-18-40,5
s.f3cca027-a3e6-4492-8d96-ae109b15a6d1.txt,N_back.2023-08-17-2213.data.f3cca027-a3e6-4492-8d96-ae109b15a6d1.txt,18,5,18,2,2,2023-08-17-22-09,2023-08-17-22-13,4
s.edc9fcc0-ec40-41c8-a2bc-e2bddb08e218.txt,N_back.2023-08-17-2241.data.edc9fcc0-ec40-41c8-a2bc-e2bddb08e218.txt,18,6,11,1,1,2023-08-17-22-37,2023-08-17-22-42,5
s.1562dd1a-11ae-4bc0-a25f-80dfa1e0686c.txt,N_back.2023-08-17-2201.data.1562dd1a-11ae-4bc0-a25f-80dfa1e0686c.txt,3,3,19,1,2,2023-08-17-21-57,2023-08-17-22-01,4
s.cc5a9a0c-f488-4a21-8253-10b926df6c0d.txt,N_back.2023-08-17-2229.data.cc5a9a0c-f488-4a21-8253-10b926df6c0d.txt,3,3,19,1,2,2023-08-17-22-25,2023-08-17-22-30,5
s.01f6518c-a680-41bd-af62-8a4fe521ed11.txt,N_back.2023-08-17-1826.data.01f6518c-a680-41bd-af62-8a4fe521ed11.txt,5,5,18,1,5,2023-08-17-18-22,2023-08-17-18-27,5
s.6e57c1b1-645f-49d4-9ba0-e128c03a0132.txt,N_back.2023-08-17-1957.data.6e57c1b1-645f-49d4-9ba0-e128c03a0132.txt,4,4,16,1,4,2023-08-17-19-52,2023-08-17-19-57,5
s.a775d365-1855-493b-9f4a-67adf5c30231.txt,N_back.2023-08-17-1856.data.a775d365-1855-493b-9f4a-67adf5c30231.txt,4,4,18,1,5,2023-08-17-18-53,2023-08-17-18-57,4
s.c1bd5c9a-0195-4c8d-9f42-05324457ec94.txt,N_back.2023-08-17-2138.data.c1bd5c9a-0195-4c8d-9f42-05324457ec94.txt,17,4,13,3,3,2023-08-17-21-35,2023-08-17-21-39,4
s.e5069963-a753-401d-b7b6-a06998a96b19.txt,N_back.2023-08-17-1927.data.e5069963-a753-401d-b7b6-a06998a96b19.txt,3,3,18,1,4,2023-08-17-19-21,2023-08-17-19-27,6
s.a2f2f2d2-12ec-4b0b-86d1-22fe582041b6.txt,N_back.2023-08-17-2009.data.a2f2f2d2-12ec-4b0b-86d1-22fe582041b6.txt,19,4,19,6,6,2023-08-17-20-06,2023-08-17-20-10,4
s.9194f582-f5a3-45bf-a103-1508063587bd.txt,N_back.2023-08-17-2306.data.9194f582-f5a3-45bf-a103-1508063587bd.txt,20,4,15,1,1,2023-08-17-23-03,2023-08-17-23-07,4
