participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.a915328e-91be-44a8-b6cf-043fb5da1e7f.txt,N_back.2023-09-06-1907.data.a915328e-91be-44a8-b6cf-043fb5da1e7f.txt,12,12,14,3,1,2023-09-06-19-03,2023-09-06-19-08,5
s.b246ef9b-4d21-4b1f-8a8d-fa70d6dc4243.txt,N_back.2023-09-06-2037.data.b246ef9b-4d21-4b1f-8a8d-fa70d6dc4243.txt,10,10,18,2,2,2023-09-06-20-33,2023-09-06-20-37,4
s.f842c5d1-2032-4fa0-9415-6623300e6a08.txt,N_back.2023-09-06-2057.data.f842c5d1-2032-4fa0-9415-6623300e6a08.txt,11,10,1,1,4,2023-09-06-20-53,2023-09-06-20-57,4
s.78e6ee08-07fe-4647-b196-d8c5fd5dcbb4.txt,N_back.2023-09-06-2235.data.78e6ee08-07fe-4647-b196-d8c5fd5dcbb4.txt,13,12,12,3,1,2023-09-06-22-31,2023-09-06-22-35,4
s.8eca44e5-f7dc-4780-bde2-e0fdc9bffb61.txt,N_back.2023-09-06-2125.data.8eca44e5-f7dc-4780-bde2-e0fdc9bffb61.txt,11,10,4,4,3,2023-09-06-21-21,2023-09-06-21-25,4
s.86bed8d8-4130-45c0-b9be-ba990a30ea00.txt,N_back.2023-09-06-2137.data.86bed8d8-4130-45c0-b9be-ba990a30ea00.txt,15,13,4,4,2,2023-09-06-21-33,2023-09-06-21-37,4
s.a809aee9-383c-4d0c-b723-0a6801612a8b.txt,N_back.2023-09-06-1858.data.a809aee9-383c-4d0c-b723-0a6801612a8b.txt,12,12,4,6,2,2023-09-06-18-54,2023-09-06-18-58,4
s.1e0ed47f-7449-415f-8a1e-c2b35c5b755d.txt,N_back.2023-09-06-2206.data.1e0ed47f-7449-415f-8a1e-c2b35c5b755d.txt,8,10,15,3,1,2023-09-06-22-02,2023-09-06-22-06,4
s.d2363dd2-1e05-445c-870d-bf8e3375633a.txt,N_back.2023-09-06-1927.data.d2363dd2-1e05-445c-870d-bf8e3375633a.txt,14,10,16,1,1,2023-09-06-19-23,2023-09-06-19-27,4
s.676dff22-9ff3-4193-9326-94ede0f99c53.txt,N_back.2023-09-06-1938.data.676dff22-9ff3-4193-9326-94ede0f99c53.txt,"","","","","",2023-09-06-19-34,"",""
s.08691e96-5f2b-427e-a5f8-3b85690d8489.txt,N_back.2023-09-06-1802.data.08691e96-5f2b-427e-a5f8-3b85690d8489.txt,6,7,13,3,3,2023-09-06-17-58,2023-09-06-18-02,4
s.734a0b6c-3612-4fdf-b099-e3bd73af64db.txt,N_back.2023-09-06-2156.data.734a0b6c-3612-4fdf-b099-e3bd73af64db.txt,10,10,5,4,4,2023-09-06-21-52,2023-09-06-21-56,4
s.7587c5d4-7575-4de0-a4c7-64d89f12dcab.txt,N_back.2023-09-06-2027.data.7587c5d4-7575-4de0-a4c7-64d89f12dcab.txt,12,11,3,3,1,2023-09-06-20-23,2023-09-06-20-27,4
s.4f05aca7-0d77-4dee-8fd0-aa29d9e30f48.txt,N_back.2023-09-06-1839.data.4f05aca7-0d77-4dee-8fd0-aa29d9e30f48.txt,7,8,14,8,1,2023-09-06-18-35,2023-09-06-18-39,4
s.b1b067bb-649e-43ed-abfd-00b1caa33a7d.txt,N_back.2023-09-06-1755.data.b1b067bb-649e-43ed-abfd-00b1caa33a7d.txt,14,12,5,6,3,2023-09-06-17-51,2023-09-06-17-56,5
s.7bd1f4da-e8f9-4937-82ff-c741d4f92343.txt,N_back.2023-09-06-2225.data.7bd1f4da-e8f9-4937-82ff-c741d4f92343.txt,11,10,2,4,5,2023-09-06-22-21,2023-09-06-22-25,4
s.6411b82c-be70-4b59-933e-cb1a08e30752.txt,N_back.2023-09-06-1825.data.6411b82c-be70-4b59-933e-cb1a08e30752.txt,15,11,15,6,2,2023-09-06-18-21,2023-09-06-18-26,5
s.2f6bd2ca-54c3-4668-a68a-f33c70ae7151.txt,N_back.2023-09-06-2109.data.2f6bd2ca-54c3-4668-a68a-f33c70ae7151.txt,9,10,11,3,3,2023-09-06-21-05,2023-09-06-21-09,4
s.3acd79b6-4dc4-457c-bf9c-cabf984c7b5b.txt,N_back.2023-09-06-1956.data.3acd79b6-4dc4-457c-bf9c-cabf984c7b5b.txt,12,11,5,4,1,2023-09-06-19-52,2023-09-06-19-56,4
s.8e95f793-0bec-4e1c-a246-08a32bb6d24c.txt,N_back.2023-09-06-2007.data.8e95f793-0bec-4e1c-a246-08a32bb6d24c.txt,9,8,17,3,1,2023-09-06-20-03,2023-09-06-20-07,4
