participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.390c9eb4-4f7e-4250-9517-ef2f4626f256.txt,N_back.2023-08-24-1908.data.390c9eb4-4f7e-4250-9517-ef2f4626f256.txt,3,2,8,3,6,2023-08-24-19-04,2023-08-24-19-09,5
s.07cc7270-8696-44e4-9501-7331f57dedb1.txt,N_back.2023-08-24-2027.data.07cc7270-8696-44e4-9501-7331f57dedb1.txt,3,3,18,1,3,2023-08-24-20-23,2023-08-24-20-27,4
s.1e03b5ec-17b3-4915-8f26-248cd2941b20.txt,N_back.2023-08-24-2008.data.1e03b5ec-17b3-4915-8f26-248cd2941b20.txt,4,2,8,3,6,2023-08-24-20-04,2023-08-24-20-08,4
s.e6e2e027-5c63-4fdb-9289-170461c81ad4.txt,N_back.2023-08-24-2209.data.e6e2e027-5c63-4fdb-9289-170461c81ad4.txt,19,6,15,1,1,2023-08-24-22-05,2023-08-24-22-09,4
s.67314bcc-acc8-48c3-ba42-db457dc3de5b.txt,N_back.2023-08-24-2226.data.67314bcc-acc8-48c3-ba42-db457dc3de5b.txt,3,3,18,1,2,2023-08-24-22-22,2023-08-24-22-26,4
s.7c03816a-f681-44e0-9ca8-6d3f4b6a0abc.txt,N_back.2023-08-24-2108.data.7c03816a-f681-44e0-9ca8-6d3f4b6a0abc.txt,11,3,12,3,4,2023-08-24-21-04,2023-08-24-21-08,4
s.91e651f4-a24d-44a3-8da0-ebdb28640ac9.txt,N_back.2023-08-24-2139.data.91e651f4-a24d-44a3-8da0-ebdb28640ac9.txt,15,4,15,2,3,2023-08-24-21-35,2023-08-24-21-40,5
s.8ccc1bd9-c4a1-4efa-b4ef-d4ea0a81786e.txt,N_back.2023-08-24-2307.data.8ccc1bd9-c4a1-4efa-b4ef-d4ea0a81786e.txt,16,2,6,1,3,2023-08-24-23-04,2023-08-24-23-07,3
s.b70cbf5d-8a65-4545-a613-25678601ebf2.txt,N_back.2023-08-24-2058.data.b70cbf5d-8a65-4545-a613-25678601ebf2.txt,3,3,14,1,3,2023-08-24-20-54,2023-08-24-20-58,4
s.16c63c27-a5b3-416c-a5db-ed46564fd22b.txt,N_back.2023-08-24-1926.data.16c63c27-a5b3-416c-a5db-ed46564fd22b.txt,3,3,18,1,3,2023-08-24-19-22,2023-08-24-19-26,4
s.435522ca-5b5e-45d5-95be-e09df6df0bc0.txt,N_back.2023-08-24-2243.data.435522ca-5b5e-45d5-95be-e09df6df0bc0.txt,18,8,18,1,1,2023-08-24-22-39,2023-08-24-22-43,4
s.859c1cc5-445b-4abe-b79c-357bf46f55c6.txt,N_back.2023-08-24-1855.data.859c1cc5-445b-4abe-b79c-357bf46f55c6.txt,3,3,15,1,3,2023-08-24-18-52,2023-08-24-18-56,4
s.154ec37b-7904-4f54-83e8-0a63bbf75500.txt,N_back.2023-08-24-2045.data.154ec37b-7904-4f54-83e8-0a63bbf75500.txt,5,3,7,4,6,2023-08-24-20-42,2023-08-24-20-45,3
s.8a09d18d-455c-40bf-a356-a3b88450ee86.txt,N_back.2023-08-24-1955.data.8a09d18d-455c-40bf-a356-a3b88450ee86.txt,3,3,19,1,3,2023-08-24-19-51,2023-08-24-19-55,4
s.702f8de3-eb5b-4241-a600-2a2d747de2e5.txt,N_back.2023-08-24-1826.data.702f8de3-eb5b-4241-a600-2a2d747de2e5.txt,3,3,19,1,3,2023-08-24-18-22,2023-08-24-18-26,4
s.cb05e395-05af-4f7b-a11a-9220fb49f07a.txt,N_back.2023-08-24-1938.data.cb05e395-05af-4f7b-a11a-9220fb49f07a.txt,4,2,9,3,6,2023-08-24-19-34,2023-08-24-19-39,5
s.48266411-ea89-4360-bd42-7ef712db045f.txt,N_back.2023-08-24-1838.data.48266411-ea89-4360-bd42-7ef712db045f.txt,4,2,6,3,8,2023-08-24-18-34,2023-08-24-18-39,5
s.4b21e527-5bfd-44ab-8aa4-61bce0bad760.txt,N_back.2023-08-24-2126.data.4b21e527-5bfd-44ab-8aa4-61bce0bad760.txt,3,3,16,1,3,2023-08-24-21-22,2023-08-24-21-26,4
s.e7763221-4019-4819-8857-e9286c26af93.txt,N_back.2023-08-24-2156.data.e7763221-4019-4819-8857-e9286c26af93.txt,3,3,19,1,2,2023-08-24-21-52,2023-08-24-21-56,4
s.e3625e43-d43a-431c-a6a5-1cd513cd7a80.txt,N_back.2023-08-24-2255.data.e3625e43-d43a-431c-a6a5-1cd513cd7a80.txt,3,3,19,1,2,2023-08-24-22-52,2023-08-24-22-56,4
