participant,N_backexperiment,NASA_TLX,Momentary_Affect_Scale_1,Momentary_Affect_Scale_2,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.390c9eb4-4f7e-4250-9517-ef2f4626f256.txt,"",9406,13201,6277,0,2023-08-24-19-04,2023-08-24-19-09,5
s.07cc7270-8696-44e4-9501-7331f57dedb1.txt,"",6238,1513,2453,0,2023-08-24-20-23,2023-08-24-20-27,4
s.1e03b5ec-17b3-4915-8f26-248cd2941b20.txt,"",7912,4888,3107,0,2023-08-24-20-04,2023-08-24-20-08,4
s.e6e2e027-5c63-4fdb-9289-170461c81ad4.txt,"",9398,5427,1778,0,2023-08-24-22-05,2023-08-24-22-09,4
s.67314bcc-acc8-48c3-ba42-db457dc3de5b.txt,"",5031,1056,2170,0,2023-08-24-22-22,2023-08-24-22-26,4
s.7c03816a-f681-44e0-9ca8-6d3f4b6a0abc.txt,"",10056,2680,2434,0,2023-08-24-21-04,2023-08-24-21-08,4
s.91e651f4-a24d-44a3-8da0-ebdb28640ac9.txt,"",51977,2667,2216,0,2023-08-24-21-35,2023-08-24-21-40,5
s.8ccc1bd9-c4a1-4efa-b4ef-d4ea0a81786e.txt,"",7560,2755,2777,0,2023-08-24-23-04,2023-08-24-23-07,3
s.b70cbf5d-8a65-4545-a613-25678601ebf2.txt,"",4533,1025,2543,0,2023-08-24-20-54,2023-08-24-20-58,4
s.16c63c27-a5b3-416c-a5db-ed46564fd22b.txt,"",5922,1404,2375,0,2023-08-24-19-22,2023-08-24-19-26,4
s.435522ca-5b5e-45d5-95be-e09df6df0bc0.txt,"",9200,2429,5131,0,2023-08-24-22-39,2023-08-24-22-43,4
s.859c1cc5-445b-4abe-b79c-357bf46f55c6.txt,"",4389,2023,1407,0,2023-08-24-18-52,2023-08-24-18-56,4
s.154ec37b-7904-4f54-83e8-0a63bbf75500.txt,"",7156,2114,3906,0,2023-08-24-20-42,2023-08-24-20-45,3
s.8a09d18d-455c-40bf-a356-a3b88450ee86.txt,"",6268,1066,1620,0,2023-08-24-19-51,2023-08-24-19-55,4
s.702f8de3-eb5b-4241-a600-2a2d747de2e5.txt,"",4931,1634,2936,0,2023-08-24-18-22,2023-08-24-18-26,4
s.cb05e395-05af-4f7b-a11a-9220fb49f07a.txt,"",10129,4756,2940,0,2023-08-24-19-34,2023-08-24-19-39,5
s.48266411-ea89-4360-bd42-7ef712db045f.txt,"",17668,11142,4991,0,2023-08-24-18-34,2023-08-24-18-39,5
s.4b21e527-5bfd-44ab-8aa4-61bce0bad760.txt,"",8252,760,1683,0,2023-08-24-21-22,2023-08-24-21-26,4
s.e7763221-4019-4819-8857-e9286c26af93.txt,"",6110,1897,1933,0,2023-08-24-21-52,2023-08-24-21-56,4
s.e3625e43-d43a-431c-a6a5-1cd513cd7a80.txt,"",5886,1781,1741,0,2023-08-24-22-52,2023-08-24-22-56,4
